HDR,ROLLING SYSTEM DEMAND,DEMAND
VD,2.0211E+13,29208
VD,2.0211E+13,28881
VD,2.0211E+13,28510
VD,2.0211E+13,28179
VD,2.0211E+13,27996
VD,2.0211E+13,27734
VD,2.0211E+13,27470
VD,2.0211E+13,27205
VD,2.0211E+13,26975
VD,2.0211E+13,26728
VD,2.0211E+13,26543
VD,2.0211E+13,26226
VD,2.0211E+13,25917
VD,2.0211E+13,25622
VD,2.0211E+13,25384
VD,2.0211E+13,25182
VD,2.0211E+13,25464
VD,2.0211E+13,25315
VD,2.0211E+13,25218
VD,2.0211E+13,24990
VD,2.0211E+13,24799
VD,2.0211E+13,24492
VD,2.0211E+13,24303
VD,2.0211E+13,24059
VD,2.0211E+13,23860
VD,2.0211E+13,23769
VD,2.0211E+13,23608
VD,2.0211E+13,23450
VD,2.0211E+13,23391
VD,2.0211E+13,23336
VD,2.0211E+13,23282
VD,2.0211E+13,23245
VD,2.0211E+13,23205
VD,2.0211E+13,23307
VD,2.0211E+13,23370
VD,2.0211E+13,23394
VD,2.0211E+13,23333
VD,2.0211E+13,23231
VD,2.0211E+13,23198
VD,2.0211E+13,23084
VD,2.0211E+13,23132
VD,2.0211E+13,23079
VD,2.0211E+13,23044
VD,2.0211E+13,23003
VD,2.0211E+13,22938
VD,2.0211E+13,22933
VD,2.0211E+13,23124
VD,2.0211E+13,23192
VD,2.0211E+13,23188
VD,2.0211E+13,23166
VD,2.0211E+13,23080
VD,2.0211E+13,22979
VD,2.0211E+13,22956
VD,2.0211E+13,22786
VD,2.0211E+13,22647
VD,2.0211E+13,22554
VD,2.0211E+13,22417
VD,2.0211E+13,22322
VD,2.0211E+13,22224
VD,2.0211E+13,22033
VD,2.0211E+13,21923
VD,2.0211E+13,21849
VD,2.0211E+13,21769
VD,2.0211E+13,21670
VD,2.0211E+13,21735
VD,2.0211E+13,21776
VD,2.0211E+13,21897
VD,2.0211E+13,21859
VD,2.0211E+13,21848
VD,2.0211E+13,21865
VD,2.0211E+13,21969
VD,2.0211E+13,22013
VD,2.0211E+13,22069
VD,2.0211E+13,22097
VD,2.0211E+13,21997
VD,2.0211E+13,21966
VD,2.0211E+13,21655
VD,2.0211E+13,21698
VD,2.0211E+13,21731
VD,2.0211E+13,21710
VD,2.0211E+13,21812
VD,2.0211E+13,21895
VD,2.0211E+13,21938
VD,2.0211E+13,21937
VD,2.0211E+13,21973
VD,2.0211E+13,21875
VD,2.0211E+13,21833
VD,2.0211E+13,21783
VD,2.0211E+13,21490
VD,2.0211E+13,21822
VD,2.0211E+13,21836
VD,2.0211E+13,21785
VD,2.0211E+13,21840
VD,2.0211E+13,21874
VD,2.0211E+13,21966
VD,2.0211E+13,22054
VD,2.0211E+13,22339
VD,2.0211E+13,22576
VD,2.0211E+13,22878
VD,2.0211E+13,23157
VD,2.0211E+13,23931
VD,2.0211E+13,24620
VD,2.0211E+13,25164
VD,2.0211E+13,25511
VD,2.0211E+13,25781
VD,2.0211E+13,26186
VD,2.0211E+13,26750
VD,2.0211E+13,27251
VD,2.0211E+13,27715
VD,2.0211E+13,28084
VD,2.0211E+13,28550
VD,2.0211E+13,28913
VD,2.0211E+13,29237
VD,2.0211E+13,29784
VD,2.0211E+13,30141
VD,2.0211E+13,30482
VD,2.0211E+13,30876
VD,2.0211E+13,31185
VD,2.0211E+13,31434
VD,2.0211E+13,31741
VD,2.0211E+13,31991
VD,2.0211E+13,32046
VD,2.0211E+13,32042
VD,2.0211E+13,32089
VD,2.0211E+13,32271
VD,2.0211E+13,32440
VD,2.0211E+13,32522
VD,2.0211E+13,32561
VD,2.0211E+13,32742
VD,2.0211E+13,32720
VD,2.0211E+13,32821
VD,2.0211E+13,32916
VD,2.0211E+13,32965
VD,2.0211E+13,33023
VD,2.0211E+13,33129
VD,2.0211E+13,33242
VD,2.0211E+13,33460
VD,2.0211E+13,33584
VD,2.0211E+13,33578
VD,2.0211E+13,33601
VD,2.0211E+13,33589
VD,2.0211E+13,33478
VD,2.0211E+13,33469
VD,2.0211E+13,33497
VD,2.0211E+13,33516
VD,2.0211E+13,33477
VD,2.0211E+13,33390
VD,2.0211E+13,33342
VD,2.0211E+13,33390
VD,2.0211E+13,33233
VD,2.0211E+13,33230
VD,2.0211E+13,33164
VD,2.0211E+13,33146
VD,2.0211E+13,33103
VD,2.0211E+13,33098
VD,2.0211E+13,33098
VD,2.0211E+13,33078
VD,2.0211E+13,33038
VD,2.0211E+13,33046
VD,2.0211E+13,32947
VD,2.0211E+13,32920
VD,2.0211E+13,32928
VD,2.0211E+13,31950
VD,2.0211E+13,32886
VD,2.0211E+13,32825
VD,2.0211E+13,32797
VD,2.0211E+13,32805
VD,2.0211E+13,32775
VD,2.0211E+13,32702
VD,2.0211E+13,32627
VD,2.0211E+13,32536
VD,2.0211E+13,32529
VD,2.0211E+13,32624
VD,2.0211E+13,32733
VD,2.0211E+13,32757
VD,2.0211E+13,32740
VD,2.0211E+13,32748
VD,2.0211E+13,32710
VD,2.0211E+13,32748
VD,2.0211E+13,32714
VD,2.0211E+13,32524
VD,2.0211E+13,32520
VD,2.0211E+13,32448
VD,2.0211E+13,32348
VD,2.0211E+13,32233
VD,2.0211E+13,32092
VD,2.0211E+13,32033
VD,2.0211E+13,31996
VD,2.0211E+13,31928
VD,2.0211E+13,31807
VD,2.0211E+13,31829
VD,2.0211E+13,31840
VD,2.0211E+13,31818
VD,2.0211E+13,31702
VD,2.0211E+13,31697
VD,2.0211E+13,31646
VD,2.0211E+13,31621
VD,2.0211E+13,31597
VD,2.0211E+13,31571
VD,2.0211E+13,31523
VD,2.0211E+13,31508
VD,2.0211E+13,31506
VD,2.0211E+13,31523
VD,2.0211E+13,31457
VD,2.0211E+13,31385
VD,2.0211E+13,31383
VD,2.0211E+13,31330
VD,2.0211E+13,31247
VD,2.0211E+13,31182
VD,2.0211E+13,31183
VD,2.0211E+13,31166
VD,2.0211E+13,31257
VD,2.0211E+13,31258
VD,2.0211E+13,31305
VD,2.0211E+13,31380
VD,2.0211E+13,31455
VD,2.0211E+13,31659
VD,2.0211E+13,31836
VD,2.0211E+13,31973
VD,2.0211E+13,32133
VD,2.0211E+13,32239
VD,2.0211E+13,32371
VD,2.0211E+13,32473
VD,2.0211E+13,32560
VD,2.0211E+13,32651
VD,2.0211E+13,32697
VD,2.0211E+13,32816
VD,2.0211E+13,32963
VD,2.0211E+13,33102
VD,2.0211E+13,33082
VD,2.0211E+13,33006
VD,2.0211E+13,33125
VD,2.0211E+13,33283
VD,2.0211E+13,33330
VD,2.0211E+13,33407
VD,2.0211E+13,33665
VD,2.0211E+13,34084
VD,2.0211E+13,34226
VD,2.0211E+13,34410
VD,2.0211E+13,34646
VD,2.0211E+13,34696
VD,2.0211E+13,34804
VD,2.0211E+13,34888
VD,2.0211E+13,35003
VD,2.0211E+13,35172
VD,2.0211E+13,35239
VD,2.0211E+13,35244
VD,2.0211E+13,35280
VD,2.0211E+13,35385
VD,2.0211E+13,35461
VD,2.0211E+13,35626
VD,2.0211E+13,35753
VD,2.0211E+13,35885
VD,2.0211E+13,35984
VD,2.0211E+13,35982
VD,2.0211E+13,35945
VD,2.0211E+13,35937
VD,2.0211E+13,35666
VD,2.0211E+13,35436
VD,2.0211E+13,35132
VD,2.0211E+13,34860
VD,2.0211E+13,34701
VD,2.0211E+13,34622
VD,2.0211E+13,34445
VD,2.0211E+13,34264
VD,2.0211E+13,34110
VD,2.0211E+13,33777
VD,2.0211E+13,33671
VD,2.0211E+13,33677
VD,2.0211E+13,33464
VD,2.0211E+13,33337
VD,2.0211E+13,33025
VD,2.0211E+13,32797
VD,2.0211E+13,32602
VD,2.0211E+13,32537
VD,2.0211E+13,32356
VD,2.0211E+13,32190
VD,2.0211E+13,31959
VD,2.0211E+13,31744
VD,2.0211E+13,31460
VD,2.0211E+13,31446
VD,2.0211E+13,31182
VD,2.0211E+13,30886
VD,2.0211E+13,30609
VD,2.0211E+13,30323
VD,2.0211E+13,30094
VD,2.0211E+13,29945
VD,2.0211E+13,29701
VD,2.0211E+13,29478
VD,2.0211E+13,29228
VD,2.0211E+13,28905
VD,2.0211E+13,28692
VD,2.0211E+13,28460
VD,2.0211E+13,28289
VD,2.0211E+13,28016
VD,2.0211E+13,27702
VD,2.0211E+13,27546
VD,2.0211E+13,27299
VD,2.0211E+13,27068
VD,2.0211E+13,26771
VD,2.0211E+13,26485
VD,2.0211E+13,26305
VD,2.0211E+13,26070
VD,2.0211E+13,25810
VD,2.0211E+13,25563
VD,2.0211E+13,25339
VD,2.0211E+13,25033
VD,2.0211E+13,24825
VD,2.0211E+13,24655
VD,2.0211E+13,24365
VD,2.0211E+13,24171
VD,2.0211E+13,23998
VD,2.0211E+13,23835
VD,2.0211E+13,23749
VD,2.0211E+13,23753
VD,2.0211E+13,23789
VD,2.0211E+13,23844
VD,2.0211E+13,23749
VD,2.0211E+13,23566
VD,2.0211E+13,23475
VD,2.0211E+13,23195
VD,2.0211E+13,23073
VD,2.0211E+13,23201
VD,2.0211E+13,23173
VD,2.0211E+13,23094
VD,2.0211E+13,22987
VD,2.0211E+13,22946
VD,2.0211E+13,22756
VD,2.0211E+13,22804
VD,2.0211E+13,22784
VD,2.0211E+13,22772
VD,2.0211E+13,22850
VD,2.0211E+13,22807
VD,2.0211E+13,22810
VD,2.0211E+13,22909
VD,2.0211E+13,22933
VD,2.0211E+13,22975
VD,2.0211E+13,22841
VD,2.0211E+13,22706
VD,2.0211E+13,22532
VD,2.0211E+13,22468
VD,2.0211E+13,22497
VD,2.0211E+13,22488
VD,2.0211E+13,22459
VD,2.0211E+13,22383
VD,2.0211E+13,22270
VD,2.0211E+13,22166
VD,2.0211E+13,22044
VD,2.0211E+13,21972
VD,2.0211E+13,21893
VD,2.0211E+13,21827
VD,2.0211E+13,21704
VD,2.0211E+13,21689
VD,2.0211E+13,21703
VD,2.0211E+13,21602
VD,2.0211E+13,21499
VD,2.0211E+13,21437
VD,2.0211E+13,21420
VD,2.0211E+13,21458
VD,2.0211E+13,21543
VD,2.0211E+13,21593
VD,2.0211E+13,21664
VD,2.0211E+13,21638
VD,2.0211E+13,21614
VD,2.0211E+13,21682
VD,2.0211E+13,21691
VD,2.0211E+13,21648
VD,2.0211E+13,21442
VD,2.0211E+13,21392
VD,2.0211E+13,21228
VD,2.0211E+13,21237
VD,2.0211E+13,21157
VD,2.0211E+13,21127
VD,2.0211E+13,21148
VD,2.0211E+13,21169
VD,2.0211E+13,21220
VD,2.0211E+13,21300
VD,2.0211E+13,21253
VD,2.0211E+13,21156
VD,2.0211E+13,21144
VD,2.0211E+13,21142
VD,2.0211E+13,21187
VD,2.0211E+13,21332
VD,2.0211E+13,21437
VD,2.0211E+13,21570
VD,2.0211E+13,21647
VD,2.0211E+13,21675
VD,2.0211E+13,21692
VD,2.0211E+13,21774
VD,2.0211E+13,21973
VD,2.0211E+13,22158
VD,2.0211E+13,22350
VD,2.0211E+13,22553
VD,2.0211E+13,22687
VD,2.0211E+13,22917
VD,2.0211E+13,23165
VD,2.0211E+13,23360
VD,2.0211E+13,23521
VD,2.0211E+13,23755
VD,2.0211E+13,23947
VD,2.0211E+13,24236
VD,2.0211E+13,24553
VD,2.0211E+13,24772
VD,2.0211E+13,24856
VD,2.0211E+13,25041
VD,2.0211E+13,25158
VD,2.0211E+13,25490
VD,2.0211E+13,25735
VD,2.0211E+13,25889
VD,2.0211E+13,26053
VD,2.0211E+13,26254
VD,2.0211E+13,26481
VD,2.0211E+13,26866
VD,2.0211E+13,27138
VD,2.0211E+13,27352
VD,2.0211E+13,27595
VD,2.0211E+13,27773
VD,2.0211E+13,27899
VD,2.0211E+13,27914
VD,2.0211E+13,27886
VD,2.0211E+13,28048
VD,2.0211E+13,28187
VD,2.0211E+13,28272
VD,2.0211E+13,28320
VD,2.0211E+13,28424
VD,2.0211E+13,28489
VD,2.0211E+13,28486
VD,2.0211E+13,28551
VD,2.0211E+13,28545
VD,2.0211E+13,28536
VD,2.0211E+13,28522
VD,2.0211E+13,28484
VD,2.0211E+13,28459
VD,2.0211E+13,28413
VD,2.0211E+13,28303
VD,2.0211E+13,28204
VD,2.0211E+13,28169
VD,2.0211E+13,28179
VD,2.0211E+13,28108
VD,2.0211E+13,28055
VD,2.0211E+13,28048
VD,2.0211E+13,27986
VD,2.0211E+13,27874
VD,2.0211E+13,27791
VD,2.0211E+13,27890
VD,2.0211E+13,27763
VD,2.0211E+13,27665
VD,2.0211E+13,27557
VD,2.0211E+13,27317
VD,2.0211E+13,27273
VD,2.0211E+13,27297
VD,2.0211E+13,27332
VD,2.0211E+13,27253
VD,2.0211E+13,27156
VD,2.0211E+13,27161
VD,2.0211E+13,27099
VD,2.0211E+13,27075
VD,2.0211E+13,27073
VD,2.0211E+13,27040
VD,2.0211E+13,27051
VD,2.0211E+13,27188
VD,2.0211E+13,27250
VD,2.0211E+13,27274
VD,2.0211E+13,27293
VD,2.0211E+13,27329
VD,2.0211E+13,27253
VD,2.0211E+13,27245
VD,2.0211E+13,27169
VD,2.0211E+13,27108
VD,2.0211E+13,27032
VD,2.0211E+13,26940
VD,2.0211E+13,26861
VD,2.0211E+13,26918
VD,2.0211E+13,26971
VD,2.0211E+13,26858
VD,2.0211E+13,26867
VD,2.0211E+13,26807
VD,2.0211E+13,26685
VD,2.0211E+13,26649
VD,2.0211E+13,26537
VD,2.0211E+13,26435
VD,2.0211E+13,26272
VD,2.0211E+13,26229
VD,2.0211E+13,26200
VD,2.0211E+13,26278
VD,2.0211E+13,26261
VD,2.0211E+13,26190
VD,2.0211E+13,26134
VD,2.0211E+13,26159
VD,2.0211E+13,26222
VD,2.0211E+13,26299
VD,2.0211E+13,26285
VD,2.0211E+13,26295
VD,2.0211E+13,26354
VD,2.0211E+13,26387
VD,2.0211E+13,26375
VD,2.0211E+13,26369
VD,2.0211E+13,26495
VD,2.0211E+13,26524
VD,2.0211E+13,26563
VD,2.0211E+13,26600
VD,2.0211E+13,26707
VD,2.0211E+13,26833
VD,2.0211E+13,26921
VD,2.0211E+13,27093
VD,2.0211E+13,27262
VD,2.0211E+13,27442
VD,2.0211E+13,27613
VD,2.0211E+13,27833
VD,2.0211E+13,28116
VD,2.0211E+13,28313
VD,2.0211E+13,28434
VD,2.0211E+13,28548
VD,2.0211E+13,28756
VD,2.0211E+13,28969
VD,2.0211E+13,29078
VD,2.0211E+13,29208
VD,2.0211E+13,29393
VD,2.0211E+13,29669
VD,2.0211E+13,29884
VD,2.0211E+13,30225
VD,2.0211E+13,30394
VD,2.0211E+13,30455
VD,2.0211E+13,30823
VD,2.0211E+13,31011
VD,2.0211E+13,31036
VD,2.0211E+13,31107
VD,2.0211E+13,31168
VD,2.0211E+13,31409
VD,2.0211E+13,31637
VD,2.0211E+13,31714
VD,2.0211E+13,31701
VD,2.0211E+13,31757
VD,2.0211E+13,31832
VD,2.0211E+13,32011
VD,2.0211E+13,32149
VD,2.0211E+13,32375
VD,2.0211E+13,32359
VD,2.0211E+13,32518
VD,2.0211E+13,32610
VD,2.0211E+13,32681
VD,2.0211E+13,32811
VD,2.0211E+13,32811
VD,2.0211E+13,32765
VD,2.0211E+13,32636
VD,2.0211E+13,32469
VD,2.0211E+13,32226
VD,2.0211E+13,32091
VD,2.0211E+13,31972
VD,2.0211E+13,31757
VD,2.0211E+13,31620
VD,2.0211E+13,31504
VD,2.0211E+13,31385
VD,2.0211E+13,31133
VD,2.0211E+13,30967
VD,2.0211E+13,30868
VD,2.0211E+13,30894
VD,2.0211E+13,30983
VD,2.0211E+13,31006
VD,2.0211E+13,30779
VD,2.0211E+13,30572
VD,2.0211E+13,30482
VD,2.0211E+13,30403
VD,2.0211E+13,30232
VD,2.0211E+13,30075
VD,2.0211E+13,29943
VD,2.0211E+13,29810
VD,2.0211E+13,29494
VD,2.0211E+13,29270
VD,2.0211E+13,29113
VD,2.0211E+13,28891
VD,2.0211E+13,28812
VD,2.0211E+13,28632
VD,2.0211E+13,28573
VD,2.0211E+13,28490
VD,2.0211E+13,28328
VD,2.0211E+13,28202
VD,2.0211E+13,28030
VD,2.0211E+13,27803
VD,2.0211E+13,27616
VD,2.0211E+13,27511
VD,2.0211E+13,27203
VD,2.0211E+13,27062
VD,2.0211E+13,26803
VD,2.0211E+13,26668
VD,2.0211E+13,26455
VD,2.0211E+13,26192
VD,2.0211E+13,25995
VD,2.0211E+13,25679
VD,2.0211E+13,25559
VD,2.0211E+13,25356
VD,2.0211E+13,25100
VD,2.0211E+13,24728
VD,2.0211E+13,24410
VD,2.0211E+13,24125
VD,2.0211E+13,23915
VD,2.0211E+13,23687
VD,2.0211E+13,23505
VD,2.0211E+13,23524
VD,2.0211E+13,23426
VD,2.0211E+13,23261
VD,2.0211E+13,23025
VD,2.0211E+13,22755
VD,2.0211E+13,22611
VD,2.0211E+13,22605
VD,2.0211E+13,22574
VD,2.0211E+13,22386
VD,2.0211E+13,22215
VD,2.0211E+13,22027
VD,2.0211E+13,21930
VD,2.0211E+13,21957
VD,2.0211E+13,21940
VD,2.0211E+13,21877
VD,2.0211E+13,21843
VD,2.0211E+13,21718
VD,2.0211E+13,21655
VD,2.0211E+13,21786
VD,2.0211E+13,21646
VD,2.0211E+13,21617
VD,2.0211E+13,21700
VD,2.0211E+13,21666
VD,2.0211E+13,21596
VD,2.0211E+13,21623
VD,2.0211E+13,21712
VD,2.0211E+13,21509
VD,2.0211E+13,21405
VD,2.0211E+13,21304
VD,2.0211E+13,21242
VD,2.0211E+13,21424
VD,2.0211E+13,21441
VD,2.0211E+13,21471
VD,2.0211E+13,21498
VD,2.0211E+13,21471
VD,2.0211E+13,21468
VD,2.0211E+13,21518
VD,2.0211E+13,21417
VD,2.0211E+13,21363
VD,2.0211E+13,21321
VD,2.0211E+13,21214
VD,2.0211E+13,21135
VD,2.0211E+13,21133
VD,2.0211E+13,21064
VD,2.0211E+13,21107
VD,2.0211E+13,21188
VD,2.0211E+13,21121
VD,2.0211E+13,21052
VD,2.0211E+13,21037
VD,2.0211E+13,21046
VD,2.0211E+13,20998
VD,2.0211E+13,20798
VD,2.0211E+13,20699
VD,2.0211E+13,20668
VD,2.0211E+13,20648
VD,2.0211E+13,20533
VD,2.0211E+13,20527
VD,2.0211E+13,20664
VD,2.0211E+13,20707
VD,2.0211E+13,20682
VD,2.0211E+13,20620
VD,2.0211E+13,20644
VD,2.0211E+13,20683
VD,2.0211E+13,20603
VD,2.0211E+13,20519
VD,2.0211E+13,20534
VD,2.0211E+13,20672
VD,2.0211E+13,20766
VD,2.0211E+13,20932
VD,2.0211E+13,20962
VD,2.0211E+13,20897
VD,2.0211E+13,20923
VD,2.0211E+13,20978
VD,2.0211E+13,21067
VD,2.0211E+13,20989
VD,2.0211E+13,20797
VD,2.0211E+13,20807
VD,2.0211E+13,20961
VD,2.0211E+13,21160
VD,2.0211E+13,21423
VD,2.0211E+13,21557
VD,2.0211E+13,21612
VD,2.0211E+13,21560
VD,2.0211E+13,21649
VD,2.0211E+13,21735
VD,2.0211E+13,21879
VD,2.0211E+13,21945
VD,2.0211E+13,22070
VD,2.0211E+13,22049
VD,2.0211E+13,22199
VD,2.0211E+13,22398
VD,2.0211E+13,22318
VD,2.0211E+13,22376
VD,2.0211E+13,22448
VD,2.0211E+13,22585
VD,2.0211E+13,22736
VD,2.0211E+13,22887
VD,2.0211E+13,23050
VD,2.0211E+13,23249
VD,2.0211E+13,23467
VD,2.0211E+13,23642
VD,2.0211E+13,23852
VD,2.0211E+13,24068
VD,2.0211E+13,24449
VD,2.0211E+13,24806
VD,2.0211E+13,25008
VD,2.0211E+13,25185
VD,2.0211E+13,25297
VD,2.0211E+13,25436
VD,2.0211E+13,25647
VD,2.0211E+13,25771
VD,2.0211E+13,25761
VD,2.0211E+13,25873
VD,2.0211E+13,26005
VD,2.0211E+13,26256
VD,2.0211E+13,26388
VD,2.0211E+13,26426
VD,2.0211E+13,26497
VD,2.0211E+13,26535
VD,2.0211E+13,26583
VD,2.0211E+13,26678
VD,2.0211E+13,26599
VD,2.0211E+13,26614
VD,2.0211E+13,26656
VD,2.0211E+13,26775
VD,2.0211E+13,26917
VD,2.0211E+13,27129
VD,2.0211E+13,27284
VD,2.0211E+13,27214
VD,2.0211E+13,27182
VD,2.0211E+13,27117
VD,2.0211E+13,27068
VD,2.0211E+13,27044
VD,2.0211E+13,26998
VD,2.0211E+13,26936
VD,2.0211E+13,26927
VD,2.0211E+13,26814
VD,2.0211E+13,26739
VD,2.0211E+13,26732
VD,2.0211E+13,26780
VD,2.0211E+13,26793
VD,2.0211E+13,26721
VD,2.0211E+13,26810
VD,2.0211E+13,26827
VD,2.0211E+13,26849
VD,2.0211E+13,26850
VD,2.0211E+13,26935
VD,2.0211E+13,26888
VD,2.0211E+13,26741
