HDR,ROLLING SYSTEM DEMAND,DEMAND
VD,2.0211E+13,28879
VD,2.0211E+13,28794
VD,2.0211E+13,28602
VD,2.0211E+13,28343
VD,2.0211E+13,28109
VD,2.0211E+13,27801
VD,2.0211E+13,27526
VD,2.0211E+13,27250
VD,2.0211E+13,27008
VD,2.0211E+13,26804
VD,2.0211E+13,26495
VD,2.0211E+13,26172
VD,2.0211E+13,25860
VD,2.0211E+13,25673
VD,2.0211E+13,25324
VD,2.0211E+13,25166
VD,2.0211E+13,24998
VD,2.0211E+13,24821
VD,2.0211E+13,24625
VD,2.0211E+13,24613
VD,2.0211E+13,22809
VD,2.0211E+13,22828
VD,2.0211E+13,24552
VD,2.0211E+13,24408
VD,2.0211E+13,24060
VD,2.0211E+13,23937
VD,2.0211E+13,23916
VD,2.0211E+13,23738
VD,2.0211E+13,23469
VD,2.0211E+13,23283
VD,2.0211E+13,23181
VD,2.0211E+13,23535
VD,2.0211E+13,23509
VD,2.0211E+13,23357
VD,2.0211E+13,23183
VD,2.0211E+13,23004
VD,2.0211E+13,22748
VD,2.0211E+13,22624
VD,2.0211E+13,22477
VD,2.0211E+13,22481
VD,2.0211E+13,22385
VD,2.0211E+13,22279
VD,2.0211E+13,22270
VD,2.0211E+13,22431
VD,2.0211E+13,22420
VD,2.0211E+13,22280
VD,2.0211E+13,22207
VD,2.0211E+13,22346
VD,2.0211E+13,22276
VD,2.0211E+13,22433
VD,2.0211E+13,22517
VD,2.0211E+13,22517
VD,2.0211E+13,22428
VD,2.0211E+13,22317
VD,2.0211E+13,22269
VD,2.0211E+13,22417
VD,2.0211E+13,22479
VD,2.0211E+13,22387
VD,2.0211E+13,22342
VD,2.0211E+13,22343
VD,2.0211E+13,22292
VD,2.0211E+13,22219
VD,2.0211E+13,22124
VD,2.0211E+13,22081
VD,2.0211E+13,22074
VD,2.0211E+13,21955
VD,2.0211E+13,21882
VD,2.0211E+13,21948
VD,2.0211E+13,22062
VD,2.0211E+13,22102
VD,2.0211E+13,21996
VD,2.0211E+13,21933
VD,2.0211E+13,21745
VD,2.0211E+13,21260
VD,2.0211E+13,20380
VD,2.0211E+13,20387
VD,2.0211E+13,20520
VD,2.0211E+13,20613
VD,2.0211E+13,20504
VD,2.0211E+13,20389
VD,2.0211E+13,20298
VD,2.0211E+13,20275
VD,2.0211E+13,20318
VD,2.0211E+13,20387
VD,2.0211E+13,20342
VD,2.0211E+13,20233
VD,2.0211E+13,20142
VD,2.0211E+13,20160
VD,2.0211E+13,20255
VD,2.0211E+13,20344
VD,2.0211E+13,20422
VD,2.0211E+13,20483
VD,2.0211E+13,20514
VD,2.0211E+13,20510
VD,2.0211E+13,20387
VD,2.0211E+13,20273
VD,2.0211E+13,20256
VD,2.0211E+13,20357
VD,2.0211E+13,20409
VD,2.0211E+13,20465
VD,2.0211E+13,20545
VD,2.0211E+13,20570
VD,2.0211E+13,20442
VD,2.0211E+13,20586
VD,2.0211E+13,20763
VD,2.0211E+13,20743
VD,2.0211E+13,20788
VD,2.0211E+13,20968
VD,2.0211E+13,21138
VD,2.0211E+13,21261
VD,2.0211E+13,21481
VD,2.0211E+13,21602
VD,2.0211E+13,21806
VD,2.0211E+13,21970
VD,2.0211E+13,22156
VD,2.0211E+13,22527
VD,2.0211E+13,22707
VD,2.0211E+13,22837
VD,2.0211E+13,23001
VD,2.0211E+13,23201
VD,2.0211E+13,23392
VD,2.0211E+13,23604
VD,2.0211E+13,23822
VD,2.0211E+13,24143
VD,2.0211E+13,24459
VD,2.0211E+13,24636
VD,2.0211E+13,24783
VD,2.0211E+13,25211
VD,2.0211E+13,25493
VD,2.0211E+13,25720
VD,2.0211E+13,25928
VD,2.0211E+13,26166
VD,2.0211E+13,26384
VD,2.0211E+13,26563
VD,2.0211E+13,26751
VD,2.0211E+13,26840
VD,2.0211E+13,27044
VD,2.0211E+13,27227
VD,2.0211E+13,27386
VD,2.0211E+13,27609
VD,2.0211E+13,27869
VD,2.0211E+13,27942
VD,2.0211E+13,27996
VD,2.0211E+13,28104
VD,2.0211E+13,28150
VD,2.0211E+13,28123
VD,2.0211E+13,28139
VD,2.0211E+13,28236
VD,2.0211E+13,28380
VD,2.0211E+13,28465
VD,2.0211E+13,28538
VD,2.0211E+13,28570
VD,2.0211E+13,28804
VD,2.0211E+13,29058
VD,2.0211E+13,29173
VD,2.0211E+13,29082
VD,2.0211E+13,29089
VD,2.0211E+13,29255
VD,2.0211E+13,29443
VD,2.0211E+13,29444
VD,2.0211E+13,29532
VD,2.0211E+13,29530
VD,2.0211E+13,29485
VD,2.0211E+13,29659
VD,2.0211E+13,29743
VD,2.0211E+13,29714
VD,2.0211E+13,29676
VD,2.0211E+13,29719
VD,2.0211E+13,29731
VD,2.0211E+13,29762
VD,2.0211E+13,29754
VD,2.0211E+13,29870
VD,2.0211E+13,29946
VD,2.0211E+13,30027
VD,2.0211E+13,30113
VD,2.0211E+13,30303
VD,2.0211E+13,30342
VD,2.0211E+13,30373
VD,2.0211E+13,30500
VD,2.0211E+13,30541
VD,2.0211E+13,30596
VD,2.0211E+13,30541
VD,2.0211E+13,30629
VD,2.0211E+13,30637
VD,2.0211E+13,30560
VD,2.0211E+13,30518
VD,2.0211E+13,30444
VD,2.0211E+13,30445
VD,2.0211E+13,30277
VD,2.0211E+13,30274
VD,2.0211E+13,30207
VD,2.0211E+13,30191
VD,2.0211E+13,30020
VD,2.0211E+13,30056
VD,2.0211E+13,30022
VD,2.0211E+13,30026
VD,2.0211E+13,30029
VD,2.0211E+13,29847
VD,2.0211E+13,29618
VD,2.0211E+13,29642
VD,2.0211E+13,29521
VD,2.0211E+13,29412
VD,2.0211E+13,29329
VD,2.0211E+13,29269
VD,2.0211E+13,29184
VD,2.0211E+13,29316
VD,2.0211E+13,29248
VD,2.0211E+13,29248
VD,2.0211E+13,29183
VD,2.0211E+13,29108
VD,2.0211E+13,29122
VD,2.0211E+13,29247
VD,2.0211E+13,29612
VD,2.0211E+13,29623
VD,2.0211E+13,29788
VD,2.0211E+13,29824
VD,2.0211E+13,29815
VD,2.0211E+13,29906
VD,2.0211E+13,29922
VD,2.0211E+13,29934
VD,2.0211E+13,29974
VD,2.0211E+13,30042
VD,2.0211E+13,30119
VD,2.0211E+13,30187
VD,2.0211E+13,30130
VD,2.0211E+13,30128
VD,2.0211E+13,30178
VD,2.0211E+13,30287
VD,2.0211E+13,30380
VD,2.0211E+13,30577
VD,2.0211E+13,30664
VD,2.0211E+13,30770
VD,2.0211E+13,30859
VD,2.0211E+13,30925
VD,2.0211E+13,31044
VD,2.0211E+13,31372
VD,2.0211E+13,31564
VD,2.0211E+13,31690
VD,2.0211E+13,31941
VD,2.0211E+13,32089
VD,2.0211E+13,32135
VD,2.0211E+13,32067
VD,2.0211E+13,32063
VD,2.0211E+13,32168
VD,2.0211E+13,32305
VD,2.0211E+13,32357
VD,2.0211E+13,32365
VD,2.0211E+13,32415
VD,2.0211E+13,32484
VD,2.0211E+13,32552
VD,2.0211E+13,32608
VD,2.0211E+13,32620
VD,2.0211E+13,32588
VD,2.0211E+13,32644
VD,2.0211E+13,32682
VD,2.0211E+13,32698
VD,2.0211E+13,32811
VD,2.0211E+13,32902
VD,2.0211E+13,32860
VD,2.0211E+13,32942
VD,2.0211E+13,32982
VD,2.0211E+13,32947
VD,2.0211E+13,32896
VD,2.0211E+13,32768
VD,2.0211E+13,32626
VD,2.0211E+13,32468
VD,2.0211E+13,32290
VD,2.0211E+13,32131
VD,2.0211E+13,31738
VD,2.0211E+13,31606
VD,2.0211E+13,31444
VD,2.0211E+13,31327
VD,2.0211E+13,31205
VD,2.0211E+13,30933
VD,2.0211E+13,30735
VD,2.0211E+13,30570
VD,2.0211E+13,30441
VD,2.0211E+13,30329
VD,2.0211E+13,30124
VD,2.0211E+13,30042
VD,2.0211E+13,29858
VD,2.0211E+13,29700
VD,2.0211E+13,29612
VD,2.0211E+13,29665
VD,2.0211E+13,29574
VD,2.0211E+13,29321
VD,2.0211E+13,29060
VD,2.0211E+13,28819
VD,2.0211E+13,28546
VD,2.0211E+13,28264
VD,2.0211E+13,28063
VD,2.0211E+13,27763
VD,2.0211E+13,27489
VD,2.0211E+13,27323
VD,2.0211E+13,27133
VD,2.0211E+13,26926
VD,2.0211E+13,26708
VD,2.0211E+13,26456
VD,2.0211E+13,26314
VD,2.0211E+13,26094
VD,2.0211E+13,25965
VD,2.0211E+13,25825
VD,2.0211E+13,25466
VD,2.0211E+13,25223
VD,2.0211E+13,25089
VD,2.0211E+13,24982
VD,2.0211E+13,24882
VD,2.0211E+13,24715
VD,2.0211E+13,24918
VD,2.0211E+13,24715
VD,2.0211E+13,24429
VD,2.0211E+13,24001
VD,2.0211E+13,23815
VD,2.0211E+13,23538
VD,2.0211E+13,23372
VD,2.0211E+13,23240
VD,2.0211E+13,23059
VD,2.0211E+13,22916
VD,2.0211E+13,22857
VD,2.0211E+13,22738
VD,2.0211E+13,22525
VD,2.0211E+13,22344
VD,2.0211E+13,22197
VD,2.0211E+13,21916
VD,2.0211E+13,21887
VD,2.0211E+13,21992
VD,2.0211E+13,21936
VD,2.0211E+13,21873
VD,2.0211E+13,21786
VD,2.0211E+13,21561
VD,2.0211E+13,21492
VD,2.0211E+13,21909
VD,2.0211E+13,22045
VD,2.0211E+13,22213
VD,2.0211E+13,22302
VD,2.0211E+13,22466
VD,2.0211E+13,22504
VD,2.0211E+13,22520
VD,2.0211E+13,22549
VD,2.0211E+13,22528
VD,2.0211E+13,22474
VD,2.0211E+13,22377
VD,2.0211E+13,22269
VD,2.0211E+13,22189
VD,2.0211E+13,22019
VD,2.0211E+13,21853
VD,2.0211E+13,21862
VD,2.0211E+13,21774
VD,2.0211E+13,21697
VD,2.0211E+13,21607
VD,2.0211E+13,21543
VD,2.0211E+13,21412
VD,2.0211E+13,21315
VD,2.0211E+13,21275
VD,2.0211E+13,21232
VD,2.0211E+13,21315
VD,2.0211E+13,21256
VD,2.0211E+13,21133
VD,2.0211E+13,21038
VD,2.0211E+13,20932
VD,2.0211E+13,20827
VD,2.0211E+13,20741
VD,2.0211E+13,20697
VD,2.0211E+13,20744
VD,2.0211E+13,20706
VD,2.0211E+13,20625
VD,2.0211E+13,20567
VD,2.0211E+13,20435
VD,2.0211E+13,20294
VD,2.0211E+13,20437
VD,2.0211E+13,20456
VD,2.0211E+13,20399
VD,2.0211E+13,20305
VD,2.0211E+13,20301
VD,2.0211E+13,20265
VD,2.0211E+13,20210
VD,2.0211E+13,20350
VD,2.0211E+13,20383
VD,2.0211E+13,20378
VD,2.0211E+13,20350
VD,2.0211E+13,20303
VD,2.0211E+13,20264
VD,2.0211E+13,20303
VD,2.0211E+13,20443
VD,2.0211E+13,20482
VD,2.0211E+13,20510
VD,2.0211E+13,20594
VD,2.0211E+13,20716
VD,2.0211E+13,20757
VD,2.0211E+13,20827
VD,2.0211E+13,20904
VD,2.0211E+13,20954
VD,2.0211E+13,21016
VD,2.0211E+13,21011
VD,2.0211E+13,21003
VD,2.0211E+13,21027
VD,2.0211E+13,21034
VD,2.0211E+13,21121
VD,2.0211E+13,21144
VD,2.0211E+13,21152
VD,2.0211E+13,21182
VD,2.0211E+13,21218
VD,2.0211E+13,21187
VD,2.0211E+13,21442
VD,2.0211E+13,21509
VD,2.0211E+13,21518
VD,2.0211E+13,21807
VD,2.0211E+13,21890
VD,2.0211E+13,21976
VD,2.0211E+13,22119
VD,2.0211E+13,22292
VD,2.0211E+13,22532
VD,2.0211E+13,22790
VD,2.0211E+13,22892
VD,2.0211E+13,22765
VD,2.0211E+13,23096
VD,2.0211E+13,23468
VD,2.0211E+13,23701
VD,2.0211E+13,23854
VD,2.0211E+13,23802
VD,2.0211E+13,23671
VD,2.0211E+13,23669
VD,2.0211E+13,23777
VD,2.0211E+13,23863
VD,2.0211E+13,24130
VD,2.0211E+13,24206
VD,2.0211E+13,24295
VD,2.0211E+13,24399
VD,2.0211E+13,24507
VD,2.0211E+13,24771
VD,2.0211E+13,24897
VD,2.0211E+13,24933
VD,2.0211E+13,24974
VD,2.0211E+13,25010
VD,2.0211E+13,24992
VD,2.0211E+13,24867
VD,2.0211E+13,24856
VD,2.0211E+13,24928
VD,2.0211E+13,24990
VD,2.0211E+13,25284
VD,2.0211E+13,25193
VD,2.0211E+13,25218
VD,2.0211E+13,25244
VD,2.0211E+13,25081
VD,2.0211E+13,24904
VD,2.0211E+13,24757
VD,2.0211E+13,24654
VD,2.0211E+13,24484
VD,2.0211E+13,24408
VD,2.0211E+13,24373
VD,2.0211E+13,24388
VD,2.0211E+13,24256
VD,2.0211E+13,24217
VD,2.0211E+13,24178
VD,2.0211E+13,24080
VD,2.0211E+13,24029
VD,2.0211E+13,23966
VD,2.0211E+13,23956
VD,2.0211E+13,23811
VD,2.0211E+13,23748
VD,2.0211E+13,23856
VD,2.0211E+13,23967
VD,2.0211E+13,23935
VD,2.0211E+13,23968
VD,2.0211E+13,24167
VD,2.0211E+13,24154
VD,2.0211E+13,24198
VD,2.0211E+13,24095
VD,2.0211E+13,24066
VD,2.0211E+13,24066
VD,2.0211E+13,24082
VD,2.0211E+13,23969
VD,2.0211E+13,23874
VD,2.0211E+13,23787
VD,2.0211E+13,23823
VD,2.0211E+13,24220
VD,2.0211E+13,24375
VD,2.0211E+13,24699
VD,2.0211E+13,24860
VD,2.0211E+13,24831
VD,2.0211E+13,24840
VD,2.0211E+13,25030
VD,2.0211E+13,25098
VD,2.0211E+13,25184
VD,2.0211E+13,25412
VD,2.0211E+13,25420
VD,2.0211E+13,25423
VD,2.0211E+13,25710
VD,2.0211E+13,25783
VD,2.0211E+13,25864
VD,2.0211E+13,25872
VD,2.0211E+13,25852
VD,2.0211E+13,25739
VD,2.0211E+13,25753
VD,2.0211E+13,25703
VD,2.0211E+13,25660
VD,2.0211E+13,25758
VD,2.0211E+13,25756
VD,2.0211E+13,25731
VD,2.0211E+13,25707
VD,2.0211E+13,25653
VD,2.0211E+13,25658
VD,2.0211E+13,25798
VD,2.0211E+13,25890
VD,2.0211E+13,25920
VD,2.0211E+13,26079
VD,2.0211E+13,26262
VD,2.0211E+13,26350
VD,2.0211E+13,26410
VD,2.0211E+13,26368
VD,2.0211E+13,26370
VD,2.0211E+13,26475
VD,2.0211E+13,26997
VD,2.0211E+13,27284
VD,2.0211E+13,27386
VD,2.0211E+13,27604
VD,2.0211E+13,27858
VD,2.0211E+13,27992
VD,2.0211E+13,28028
VD,2.0211E+13,28246
VD,2.0211E+13,28322
VD,2.0211E+13,28359
VD,2.0211E+13,28460
VD,2.0211E+13,28812
VD,2.0211E+13,28807
VD,2.0211E+13,29087
VD,2.0211E+13,29253
VD,2.0211E+13,29580
VD,2.0211E+13,29690
VD,2.0211E+13,29705
VD,2.0211E+13,29910
VD,2.0211E+13,30083
VD,2.0211E+13,30312
VD,2.0211E+13,30475
VD,2.0211E+13,30525
VD,2.0211E+13,30542
VD,2.0211E+13,30593
VD,2.0211E+13,30795
VD,2.0211E+13,30792
VD,2.0211E+13,30863
VD,2.0211E+13,30896
VD,2.0211E+13,31124
VD,2.0211E+13,31357
VD,2.0211E+13,31428
VD,2.0211E+13,31580
VD,2.0211E+13,31746
VD,2.0211E+13,31757
VD,2.0211E+13,31811
VD,2.0211E+13,31811
VD,2.0211E+13,31730
VD,2.0211E+13,31686
VD,2.0211E+13,31663
VD,2.0211E+13,31568
VD,2.0211E+13,31616
VD,2.0211E+13,31512
VD,2.0211E+13,31280
VD,2.0211E+13,31119
VD,2.0211E+13,30933
VD,2.0211E+13,30571
VD,2.0211E+13,30645
VD,2.0211E+13,30585
VD,2.0211E+13,30449
VD,2.0211E+13,30262
VD,2.0211E+13,30106
VD,2.0211E+13,29949
VD,2.0211E+13,29740
VD,2.0211E+13,29483
VD,2.0211E+13,29424
VD,2.0211E+13,29326
VD,2.0211E+13,28962
VD,2.0211E+13,28632
VD,2.0211E+13,28323
VD,2.0211E+13,28099
VD,2.0211E+13,27874
VD,2.0211E+13,27716
VD,2.0211E+13,27499
VD,2.0211E+13,27185
VD,2.0211E+13,26984
VD,2.0211E+13,26790
VD,2.0211E+13,26651
VD,2.0211E+13,26614
VD,2.0211E+13,26417
VD,2.0211E+13,26267
VD,2.0211E+13,26397
VD,2.0211E+13,26093
VD,2.0211E+13,25786
VD,2.0211E+13,25497
VD,2.0211E+13,25318
VD,2.0211E+13,25167
VD,2.0211E+13,25094
VD,2.0211E+13,24850
VD,2.0211E+13,24616
VD,2.0211E+13,24483
VD,2.0211E+13,24503
VD,2.0211E+13,24325
VD,2.0211E+13,23834
VD,2.0211E+13,23672
VD,2.0211E+13,23468
VD,2.0211E+13,23257
VD,2.0211E+13,22984
VD,2.0211E+13,22906
VD,2.0211E+13,22849
VD,2.0211E+13,22783
VD,2.0211E+13,22604
VD,2.0211E+13,22334
VD,2.0211E+13,22168
VD,2.0211E+13,21909
VD,2.0211E+13,21972
VD,2.0211E+13,22084
VD,2.0211E+13,21927
VD,2.0211E+13,21837
VD,2.0211E+13,21707
VD,2.0211E+13,21603
VD,2.0211E+13,21579
VD,2.0211E+13,21563
VD,2.0211E+13,21762
VD,2.0211E+13,21675
VD,2.0211E+13,21573
VD,2.0211E+13,21484
VD,2.0211E+13,21570
VD,2.0211E+13,21513
VD,2.0211E+13,21465
VD,2.0211E+13,21374
VD,2.0211E+13,21285
VD,2.0211E+13,21224
VD,2.0211E+13,21240
VD,2.0211E+13,21235
VD,2.0211E+13,21263
VD,2.0211E+13,21261
VD,2.0211E+13,21237
VD,2.0211E+13,21085
VD,2.0211E+13,20924
VD,2.0211E+13,20832
VD,2.0211E+13,20819
VD,2.0211E+13,20779
VD,2.0211E+13,20713
VD,2.0211E+13,20694
VD,2.0211E+13,20812
VD,2.0211E+13,20824
VD,2.0211E+13,20777
VD,2.0211E+13,20752
VD,2.0211E+13,20695
VD,2.0211E+13,20643
VD,2.0211E+13,20741
VD,2.0211E+13,20731
VD,2.0211E+13,20715
VD,2.0211E+13,20839
VD,2.0211E+13,20908
VD,2.0211E+13,20875
VD,2.0211E+13,20901
VD,2.0211E+13,20882
VD,2.0211E+13,20840
VD,2.0211E+13,20856
VD,2.0211E+13,20645
VD,2.0211E+13,20575
VD,2.0211E+13,20592
VD,2.0211E+13,20564
VD,2.0211E+13,20528
VD,2.0211E+13,20542
VD,2.0211E+13,20517
VD,2.0211E+13,20369
VD,2.0211E+13,20234
VD,2.0211E+13,20129
VD,2.0211E+13,20082
VD,2.0211E+13,20080
VD,2.0211E+13,20177
VD,2.0211E+13,20175
VD,2.0211E+13,20221
VD,2.0211E+13,20295
VD,2.0211E+13,20474
VD,2.0211E+13,20617
VD,2.0211E+13,20705
VD,2.0211E+13,20775
VD,2.0211E+13,21033
VD,2.0211E+13,21315
VD,2.0211E+13,21604
VD,2.0211E+13,21909
VD,2.0211E+13,22355
VD,2.0211E+13,22759
VD,2.0211E+13,23362
VD,2.0211E+13,23954
VD,2.0211E+13,24325
VD,2.0211E+13,24696
VD,2.0211E+13,25171
VD,2.0211E+13,25376
VD,2.0211E+13,25848
VD,2.0211E+13,26558
VD,2.0211E+13,27036
VD,2.0211E+13,27422
VD,2.0211E+13,27857
VD,2.0211E+13,28308
VD,2.0211E+13,29167
VD,2.0211E+13,29771
VD,2.0211E+13,30258
VD,2.0211E+13,30743
VD,2.0211E+13,31148
VD,2.0211E+13,31346
VD,2.0211E+13,31443
VD,2.0211E+13,31637
VD,2.0211E+13,31783
VD,2.0211E+13,31920
VD,2.0211E+13,31992
VD,2.0211E+13,32158
VD,2.0211E+13,32476
VD,2.0211E+13,32655
VD,2.0211E+13,32621
VD,2.0211E+13,32772
VD,2.0211E+13,32791
VD,2.0211E+13,32711
VD,2.0211E+13,32614
VD,2.0211E+13,32453
VD,2.0211E+13,32365
VD,2.0211E+13,32413
VD,2.0211E+13,32384
VD,2.0211E+13,32402
VD,2.0211E+13,32618
VD,2.0211E+13,32597
VD,2.0211E+13,32394
VD,2.0211E+13,32196
VD,2.0211E+13,32117
VD,2.0211E+13,32040
VD,2.0211E+13,31899
VD,2.0211E+13,31800
VD,2.0211E+13,31719
VD,2.0211E+13,31749
VD,2.0211E+13,31554
VD,2.0211E+13,31311
VD,2.0211E+13,31188
VD,2.0211E+13,31086
VD,2.0211E+13,31028
VD,2.0211E+13,30987
VD,2.0211E+13,30903
VD,2.0211E+13,30818
VD,2.0211E+13,30756
VD,2.0211E+13,30732
VD,2.0211E+13,30733
VD,2.0211E+13,30598
VD,2.0211E+13,30528
VD,2.0211E+13,30424
VD,2.0211E+13,30420
VD,2.0211E+13,30434
VD,2.0211E+13,30432
VD,2.0211E+13,30365
VD,2.0211E+13,30352
VD,2.0211E+13,30322
VD,2.0211E+13,30338
VD,2.0211E+13,30300
VD,2.0211E+13,30454
VD,2.0211E+13,30428
VD,2.0211E+13,30399
