donor_id,donation_amount,donation_date,account_type,donation_source
0014T000004yWqZ,30,2021-01-18,Core,Website
0014T000008TpgS,15,2021-07-22,Core,Website
0014T00000Ao2S7,10.3,2021-04-29,Core,Website
0014T00000IZ0I8,15,2022-02-16,Core,Ads
0014T000004yWqZ,30,2021-02-18,Core,Website
0014T000008TpgS,15,2021-08-22,Core,Website
0014T00000Ao2S7,10.3,2021-05-29,Core,Website
0014T00000IZ0I8,15,2022-03-16,Core,Ads
0014T000004yWqZ,30,2021-03-18,Core,Website
0014T00000PslB7,25,2022-02-22,Core,Website
0014T00000IZ0I8,15,2022-04-16,Core,Ads
0014T000004yWqZ,30,2021-04-18,Core,Website
0014T00000IZ0I8,15,2022-05-16,Core,Ads
0014T000004z6mQ,5,2021-01-07,Core,Direct Mail
0014T00000QdPpZ,25,2022-04-17,Core,Website
0014T000004z6mQ,5,2021-02-07,Core,Direct Mail
0014T000004xH1B,10,2021-01-28,Core,Email
0014T000004z6mQ,5,2021-03-07,Core,Direct Mail
0014T000004xH1B,10,2021-02-28,Core,Email
0014T000004z6mQ,5,2021-04-07,Core,Direct Mail
0014T000004xH1B,10,2021-03-28,Core,Email
0014T000004z6mQ,5,2021-05-07,Core,Direct Mail
0014T000004xH1B,10,2021-04-28,Core,Email
0014T000004z6mQ,5,2021-06-07,Core,Direct Mail
0014T000004xH1B,10,2021-05-28,Core,Email
0014T000004z6mQ,5,2021-07-07,Core,Direct Mail
0014T000004xH1B,10,2021-06-28,Core,Email
0014T000004z6mQ,5,2021-08-07,Core,Direct Mail
0014T00000B0jdd,25,2022-02-23,Core,Ads
0014T000004xH1B,10,2021-07-28,Core,Email
0014T000004yVTv,50,2022-05-07,Core,Email
0014T000004z6mQ,5,2021-09-07,Core,Direct Mail
0014T000004xH1B,10,2021-08-28,Core,Email
0014T000004xOmc,38,2021-07-19,Mid-Level,Email
0014T000004z6mQ,5,2021-10-07,Core,Direct Mail
0014T000004xNyG,50,2021-08-25,Mid-Level,Email
0014T000004xH1B,10,2021-09-28,Core,Email
0014T00000IZ0FO,103,2021-05-16,Core,Website
0014T000004z6mQ,5,2021-11-07,Core,Direct Mail
0014T000004xNyG,50,2021-09-25,Mid-Level,Email
0014T000004xH1B,10,2021-10-28,Core,Email
0014T00000FB8z1,5.66,2021-01-07,Core,Website
0014T00000IZ0FO,103,2021-06-16,Core,Website
0014T000004xBZx,25,2021-07-19,Core,Ads
0014T000004z6mQ,5,2021-12-07,Core,Direct Mail
0014T000004xNyG,50,2021-10-25,Mid-Level,Email
0014T00000AmV88,50,2021-01-21,Core,Website
0014T000006uZc8,51.5,2022-02-20,Core,Website
0014T00000DMcxY,25.75,2021-01-05,Core,Website
0014T00000FB8z1,5.66,2021-02-07,Core,Website
0014T00000IZ0FO,103,2021-07-16,Core,Website
0014T000004xNyG,50,2021-11-25,Mid-Level,Email
0014T00000AmV88,50,2021-02-21,Core,Website
0014T00000DMcxY,25.75,2021-02-05,Core,Website
0014T00000IZ0FO,103,2021-08-16,Core,Website
0014T000004xNyG,50,2021-12-25,Mid-Level,Email
0014T000004yMkf,15.45,2022-01-23,Core,Website
0014T000008WEfT,25.75,2022-04-17,Core,Ads
0014T00000AmV88,50,2021-08-21,Core,Website
0014T00000P2ntY,15,2022-02-20,Core,Ads
0014T00000DMcxY,25.75,2021-03-05,Core,Website
0014T000004yMKA,50,2021-06-23,Core,Ads
0014T00000IZ0FO,103,2021-09-16,Core,Website
0014T000004xNyG,50,2022-01-25,Mid-Level,Email
0014T000004yMkf,15.45,2022-02-23,Core,Website
0014T000008WEfT,25.75,2022-05-17,Core,Ads
0014T00000AmV88,50,2021-09-21,Core,Website
0014T00000DMcxY,25.75,2021-04-05,Core,Website
0014T000004yMKA,50,2021-07-23,Core,Ads
0014T00000IZ0FO,103,2021-10-16,Core,Website
0014T000004xNyG,50,2022-02-25,Mid-Level,Email
0014T000004yMkf,15.45,2022-03-23,Core,Website
0014T00000AmV88,50,2021-10-21,Core,Website
0014T000004yMKA,50,2021-08-23,Core,Ads
0014T00000IZ0FO,103,2021-11-16,Core,Website
0014T000004xNyG,50,2022-03-25,Mid-Level,Email
0014T000004yMkf,15.45,2022-04-23,Core,Website
0014T00000AmV88,50,2021-11-21,Core,Website
0014T000004yMKA,50,2021-09-23,Core,Ads
0014T00000N7sDP,10.3,2022-05-02,Core,Website
0014T00000IZ0FO,103,2021-12-16,Core,Website
0014T000004xNyG,50,2022-04-25,Mid-Level,Email
0014T000004yMkf,15.45,2021-09-23,Core,Website
0014T00000Bm1qj,15.45,2021-01-24,Core,Website
0014T00000AmV88,50,2021-12-21,Core,Website
0014T00000AoaIM,25.75,2021-03-01,Core,Website
0014T000004yMKA,50,2021-10-23,Core,Ads
0014T000004xNyG,50,2022-05-25,Mid-Level,Email
0014T000004yMkf,15.45,2021-10-23,Core,Website
0014T00000Bm1qj,15.45,2021-02-24,Core,Website
0014T00000AoaIM,25.75,2021-04-01,Core,Website
0014T00000FxrIC,103,2022-03-30,Mid-Level,Website
0014T000004yMKA,50,2021-11-23,Core,Ads
0014T00000N7sDU,103,2022-05-02,Core,Website
0014T00000MUm5y,12,2021-11-25,Core,Ads
0014T00000Bm1qj,15.45,2021-03-24,Core,Website
0014T00000AoaIM,25.75,2021-05-01,Core,Website
0014T00000BZGuo,10,2022-03-29,Core,Website
0014T000004yMKA,50,2021-12-23,Core,Ads
0014T000004y8ET,500,2022-05-02,Mid-Level,Website
0014T000004yIUT,10,2021-08-11,Core,Ads
0014T000004yMKA,50,2022-01-23,Core,Ads
0014T000004yIUT,10,2021-09-11,Core,Ads
0014T00000N8FNC,25,2021-12-07,Core,Website
0014T00000N7nJ4,5,2022-02-01,Core,Website
0014T00000K6NXc,25.75,2021-11-30,Core,Website
0014T000006uXuV,77.25,2021-01-08,Core,Website
0014T000004xZgB,25,2021-11-28,Core,Website
0014T000008WEf5,25.75,2021-09-17,Core,Ads
0014T000006uXuV,77.25,2021-10-08,Core,Website
0014T000004xZUX,10,2021-11-26,Core,Website
0014T000008WEf5,25.75,2021-10-17,Core,Ads
0014T00000DGNdv,50,2021-01-27,Core,Direct Mail
0014T00000FU7O2,10,2022-04-02,Core,Website
0014T000006uXuV,77.25,2021-11-08,Core,Website
0014T00000N7w5S,25.75,2022-04-02,Core,Website
0014T000004xZZE,25,2021-11-28,Core,Website
0014T000008WEf5,25.75,2021-11-17,Core,Ads
0014T00000DGNdv,50,2021-02-27,Core,Direct Mail
0014T000006uXuV,77.25,2021-12-08,Core,Website
0014T000008WEf5,25.75,2021-12-17,Core,Ads
0014T00000QeE5O,15.15,2022-03-25,Core,Ads
0014T00000DGNdv,50,2021-03-27,Core,Direct Mail
0014T000006uXuV,77.25,2022-01-08,Core,Website
0014T00000N7w5d,25.75,2022-04-02,Core,Website
0014T000008WEf5,25.75,2022-01-17,Core,Ads
0014T000004y9tg,25.75,2022-04-25,Core,Website
0014T00000DGNdv,50,2021-04-27,Core,Direct Mail
0014T00000OzCZW,25.75,2022-04-12,Core,Direct Mail
0014T000008WEf5,25.75,2022-02-17,Core,Ads
0014T000004yXIE,25,2021-02-28,Core,Email
0014T00000QeQkN,25.75,2022-04-28,Core,Ads
0014T000008WEf5,25.75,2022-03-17,Core,Ads
0014T000004yXIE,25,2021-03-31,Core,Email
0014T00000IYwfz,20.59,2021-05-15,Core,Ads
0014T00000JiuuB,10.3,2021-10-22,Core,Ads
0014T000008WEf5,25.75,2022-04-17,Core,Ads
0014T000004yXIE,25,2021-04-30,Core,Email
0014T00000LR75M,25,2022-03-09,Core,Ads
0014T00000EFeQd,20,2021-10-24,Core,Website
0014T000004xCbe,10,2022-04-27,Core,Website
0014T00000IYwfz,20.59,2021-06-15,Core,Ads
0014T00000JiuuB,10.3,2021-11-22,Core,Ads
0014T000008WEf5,25.75,2022-05-17,Core,Ads
0014T000004yXIE,25,2021-05-31,Core,Email
0014T00000D3ZLj,25.75,2022-03-09,Core,Website
0014T00000EFeQd,20,2021-11-24,Core,Website
0014T00000IYwfz,20.59,2021-07-15,Core,Ads
0014T00000JiuuB,10.3,2021-12-22,Core,Ads
0014T000004yXIE,25,2021-06-30,Core,Email
0014T00000EFeQd,20,2021-12-24,Core,Website
0014T00000IYwfz,20.59,2021-08-15,Core,Ads
0014T00000JiuuB,10.3,2022-01-22,Core,Ads
0014T000004yXIE,25,2021-07-31,Core,Email
0014T00000N8gUb,25,2022-02-16,Core,Ads
0014T00000IYwfz,20.59,2021-09-15,Core,Ads
0014T00000JiuuB,10.3,2022-02-22,Core,Ads
0014T000004xH1B,20,2021-03-17,Core,Email
0014T000004yXIE,25,2021-08-31,Core,Email
0014T00000N8gUb,25,2022-02-16,Core,Ads
0014T00000IYwfz,20.59,2021-10-15,Core,Ads
0014T00000JiuuB,10.3,2022-03-22,Core,Ads
0014T000004xH1B,20,2021-04-17,Core,Email
0014T000004yXIE,25,2021-09-30,Core,Email
0014T00000JiuuB,10.3,2022-04-22,Core,Ads
0014T000004xADq,25,2021-01-20,Core,Email
0014T000004xH1B,20,2021-05-17,Core,Email
0014T000004yXIE,25,2021-10-31,Core,Email
0014T00000DNf04,51.5,2021-12-09,Core,Website
0014T00000KFa0o,15,2022-05-16,Core,Ads
0014T00000JiuuB,10.3,2022-05-22,Core,Ads
0014T000004xADq,25,2021-02-20,Core,Email
0014T00000N8wvs,51.5,2022-04-14,Core,Website
0014T000004xH1B,20,2021-06-17,Core,Email
0014T00000FUvP7,25,2022-04-12,Core,Email
0014T00000DNf04,51.5,2022-01-09,Core,Website
0014T000004yIUX,10,2021-01-16,Core,Website
0014T000004xADq,25,2021-03-20,Core,Email
0014T00000OzNAJ,103,2022-04-15,Core,Website
0014T000004xH1B,20,2021-07-17,Core,Email
0014T00000AmV3q,25.75,2021-04-21,Core,Website
0014T00000DNf04,51.5,2022-02-09,Core,Website
0014T000004xH1B,20,2021-08-17,Core,Email
0014T00000AmV3q,25.75,2021-05-21,Core,Website
0014T00000DNf04,51.5,2022-03-09,Core,Website
0014T000004xH1B,20,2021-09-17,Core,Email
0014T00000AmV3q,25.75,2021-06-21,Core,Website
0014T00000DDU8D,41.2,2021-08-15,Core,Website
0014T00000DNf04,51.5,2022-04-09,Core,Website
0014T00000DEk8r,15.45,2021-08-21,Core,Ads
0014T000004xH1B,20,2021-10-17,Core,Email
0014T00000AmV3q,25.75,2021-07-21,Core,Website
0014T00000FCJtw,5,2022-02-18,Core,Ads
0014T00000DNf04,51.5,2022-05-09,Core,Website
0014T00000DEk8r,15.45,2021-09-21,Core,Ads
0014T000004xH1B,20,2022-04-17,Core,Email
0014T00000AmV3q,25.75,2021-08-21,Core,Website
0014T000004z9nL,25.75,2021-05-15,Core,Website
0014T00000DEk8r,15.45,2021-10-21,Core,Ads
0014T000004xH1B,20,2022-05-17,Core,Email
0014T00000AmV3q,25.75,2021-09-21,Core,Website
0014T00000Qd0Pv,51.5,2022-03-12,Core,Ads
0014T000004z9nL,25.75,2021-06-15,Core,Website
0014T00000DEk8r,15.45,2021-11-21,Core,Ads
0014T00000AmV3q,25.75,2021-10-21,Core,Website
0014T000004z9nL,25.75,2021-07-15,Core,Website
0014T00000DEk8r,15.45,2021-12-21,Core,Ads
0014T000004yt9Y,103,2021-01-23,Mid-Level,Website
0014T00000FwzZX,15.45,2021-02-17,Core,Ads
0014T000004z9nL,25.75,2021-08-15,Core,Website
0014T00000DEk8r,15.45,2022-01-21,Core,Ads
0014T00000N7poZ,25.75,2021-12-02,Core,Website
0014T000004yt9Y,103,2021-02-23,Mid-Level,Website
0014T00000FwzZX,15.45,2021-03-17,Core,Ads
0014T000004z9nL,25.75,2021-09-15,Core,Website
0014T00000DEk8r,15.45,2022-02-21,Core,Ads
0014T00000N7poZ,25.75,2021-11-02,Core,Website
0014T000004yt9Y,103,2021-03-23,Mid-Level,Website
0014T000004z9nL,25.75,2021-10-15,Core,Website
0014T00000DEk8r,15.45,2022-03-21,Core,Ads
0014T000004yt9Y,103,2021-04-23,Mid-Level,Website
0014T00000SC5Q6,5,2022-05-07,Core,Ads
0014T00000DDjKV,15,2021-02-16,Core,Website
0014T000004z9nL,25.75,2021-11-15,Core,Website
0014T000004yWqZ,30,2021-05-18,Core,Website
0014T000004yMBI,103,2021-03-17,Mid-Level,Email
0014T00000DDjKV,15,2021-03-16,Core,Website
0014T000004yWqZ,30,2021-06-18,Core,Website
0014T000004xeUI,77.25,2021-12-14,Core,Website
0014T000004yMBI,103,2021-04-17,Mid-Level,Email
0014T00000DDjKV,15,2021-04-16,Core,Website
0014T000004yWqZ,30,2021-07-18,Core,Website
0014T00000N7moU,25,2021-12-03,Core,Website
0014T00000N7ikr,10,2022-02-01,Core,Website
0014T00000DDjKV,15,2021-05-16,Core,Website
0014T00000Fxsf9,12,2021-03-21,Core,Ads
0014T000004yWqZ,30,2021-08-18,Core,Website
0014T00000N6dqa,25,2022-01-15,Core,Ads
0014T00000PslB9,75,2022-02-22,Core,Website
0014T00000DDjKV,15,2021-06-16,Core,Website
0014T00000Fxsf9,12,2021-04-20,Core,Ads
0014T000004yWqZ,30,2021-09-18,Core,Website
0014T00000MUR35,5,2022-01-15,Core,Ads
0014T00000PslB9,75,2022-01-22,Core,Website
0014T00000DDjKV,15,2021-07-16,Core,Website
0014T000004y6xK,50,2022-04-30,Core,Ads
0014T00000N8ErY,20,2022-04-04,Core,Website
0014T000004yWqZ,30,2021-10-18,Core,Website
0014T000004yWqZ,30,2021-11-18,Core,Website
0014T000004xH1B,10,2021-11-28,Core,Email
0014T000004xH1B,10,2021-12-28,Core,Email
0014T000008TpgS,15,2021-09-22,Core,Website
0014T00000OzmQK,15,2022-02-22,Core,Website
0014T000004xH1B,10,2022-01-28,Core,Email
0014T000008TpgS,15,2021-10-22,Core,Website
0014T000004xZ18,20,2021-07-16,Core,Email
0014T000004xH1B,10,2022-02-28,Core,Email
0014T000008TpgS,15,2021-11-22,Core,Website
0014T00000N7r76,15.45,2022-03-06,Core,Email
0014T00000K4ueH,25.75,2022-05-16,Core,Website
0014T000004xZ18,20,2021-08-16,Core,Email
0014T000004xH1B,10,2022-03-28,Core,Email
0014T000008TpgS,15,2021-12-22,Core,Website
0014T000004xZ18,20,2021-09-16,Core,Email
0014T000004xH1B,10,2022-04-28,Core,Email
0014T000008TpgS,15,2022-01-22,Core,Website
0014T00000N7lcS,25.75,2022-02-07,Core,Email
0014T00000EHuVe,15.45,2021-01-04,Core,Website
0014T00000QcIFX,10.3,2022-05-02,Core,Website
0014T000004yRlg,10,2021-01-09,Core,Email
0014T000004xH1B,10,2022-05-28,Core,Email
0014T00000D3xoW,25,2021-01-07,Core,Ads
0014T00000EHuVe,15.45,2021-02-04,Core,Website
0014T000004yRlg,10,2021-02-09,Core,Email
0014T00000D3xoW,25,2021-02-07,Core,Ads
0014T00000DDjKd,100,2021-01-16,Mid-Level,Website
0014T00000EHuVe,15.45,2021-03-04,Core,Website
0014T000004yRlg,10,2021-03-09,Core,Email
0014T00000D3xoW,25,2021-03-07,Core,Ads
0014T00000EHuVe,15.45,2021-04-04,Core,Website
0014T000004yRlg,10,2021-04-09,Core,Email
0014T000008TppN,25.75,2021-01-23,Core,Email
0014T00000EFDBZ,25.75,2021-04-22,Core,Website
0014T00000EHuVe,15.45,2021-05-04,Core,Website
0014T000004yRlg,10,2021-05-09,Core,Email
0014T000008TppN,25.75,2021-02-23,Core,Email
0014T000006uZmW,30.9,2021-01-08,Mid-Level,Website
0014T00000EFDBZ,25.75,2021-05-22,Core,Website
0014T00000Ed4UW,50,2021-04-04,Core,Ads
0014T000008TppN,25.75,2021-03-23,Core,Email
0014T00000OzAex,25,2022-01-11,Core,Ads
0014T00000BYJwD,25,2021-01-02,Core,Ads
0014T00000Ed4UW,50,2021-05-04,Core,Ads
0014T00000QefEw,103,2022-04-30,Core,Ads
0014T000004y2Qc,16,2021-01-13,Core,Website
0014T000008TppN,25.75,2021-04-23,Core,Email
0014T00000P2ntY,15,2022-01-20,Core,Ads
0014T00000QefEw,103,2022-03-30,Core,Ads
0014T000004y2Qc,16,2021-02-13,Core,Website
0014T00000N7tOp,20.6,2021-12-02,Core,Website
0014T00000GAPeN,100,2021-08-08,Mid-Level,Website
0014T000004y2Qc,16,2021-03-13,Core,Website
0014T00000EFn5k,77.25,2022-01-25,Core,Website
0014T00000GAPeN,100,2021-09-08,Mid-Level,Website
0014T00000N7nHE,25,2021-11-01,Core,Website
0014T000004y2Qc,16,2021-04-13,Core,Website
0014T00000N8E4H,25.75,2021-12-04,Core,Website
0014T00000EFe9Q,51.5,2022-04-24,Core,Ads
0014T00000GAPeN,100,2021-10-08,Mid-Level,Website
0014T000004y2Qc,16,2021-05-13,Core,Website
0014T00000EFe9Q,51.5,2022-05-24,Core,Ads
0014T00000GAPeN,100,2021-11-08,Mid-Level,Website
0014T000004y2Qc,16,2021-06-13,Core,Website
0014T00000Ozjnh,15.45,2022-02-21,Core,Website
0014T00000Qdm8h,5.15,2022-05-21,Core,Ads
0014T000004y2Qc,16,2021-07-13,Core,Website
0014T000004kJV8,15.45,2021-06-20,Core,Ads
0014T0000050gox,10.3,2022-05-19,Core,Email
0014T00000N7zrN,103,2021-11-03,Core,Website
0014T000004y2Qc,16,2021-08-13,Core,Website
0014T000004xDaL,20,2021-01-15,Core,Website
0014T000004kJV8,15.45,2021-07-20,Core,Ads
0014T00000BYLs8,7.77,2021-01-02,Core,Ads
0014T00000D47T6,25.75,2022-01-12,Core,Website
0014T00000OzqmC,25.75,2022-05-23,Core,Ads
0014T000004y2Qc,16,2021-09-13,Core,Website
0014T000004kJV8,15.45,2021-08-20,Core,Ads
0014T00000EFBJg,15.45,2021-12-22,Core,Website
0014T00000BYLs8,7.77,2021-02-02,Core,Ads
0014T00000D47T6,25.75,2022-02-12,Core,Website
0014T000004y2Qc,16,2021-10-13,Core,Website
0014T000004kJV8,15.45,2021-09-20,Core,Ads
0014T00000BYLs8,7.77,2021-03-02,Core,Ads
0014T00000D47T6,25.75,2022-03-12,Core,Website
0014T00000N7pq4,103,2021-11-02,Core,Website
0014T000004kJV8,15.45,2021-10-20,Core,Ads
0014T000004kJ0j,5,2021-10-05,Core,Ads
0014T00000LQzWW,51.5,2021-10-06,Core,Website
0014T00000BYLs8,7.77,2021-04-02,Core,Ads
0014T00000D47T6,25.75,2022-04-12,Core,Website
0014T000004kJV8,15.45,2022-01-20,Core,Ads
0014T000004kJ0j,5,2021-11-05,Core,Ads
0014T00000N9Jke,51.5,2022-01-18,Core,Other
0014T00000JlrrR,12,2022-01-30,Core,Email
0014T00000BYLs8,7.77,2021-05-02,Core,Ads
0014T00000D47T6,25.75,2022-05-12,Core,Website
0014T000004kJV8,15.45,2022-02-20,Core,Ads
0014T000004kJ0j,5,2021-12-05,Core,Ads
0014T00000BYLs8,7.77,2021-06-02,Core,Ads
0014T000004kJsR,20.6,2022-04-30,Core,Ads
0014T000004kJV8,15.45,2022-03-20,Core,Ads
0014T000004yvDv,50,2021-10-15,Core,Website
0014T00000Gf88F,12,2022-01-25,Core,Email
0014T00000BYLs8,7.77,2021-07-02,Core,Ads
0014T00000QcsCn,77.25,2022-03-10,Core,Ads
0014T000004kJ4K,25,2021-12-16,Core,Email
0014T00000N8HO0,103,2021-12-04,Core,Website
0014T000004yvDv,50,2021-11-15,Core,Website
0014T00000LQ613,25.75,2021-11-25,Core,Website
0014T00000BYLs8,7.77,2021-08-02,Core,Ads
0014T000004yu6d,5,2021-03-18,Core,Email
0014T000004kJ4K,25,2022-01-16,Core,Email
0014T00000N8HO0,103,2021-11-04,Core,Website
0014T000004yvDv,50,2021-12-15,Core,Website
0014T00000EEcCx,25.75,2021-11-19,Core,Website
0014T00000JizKV,12,2022-01-25,Core,Email
0014T00000BYLs8,7.77,2021-09-02,Core,Ads
0014T00000EFBSc,51.5,2021-01-22,Core,Website
0014T000004kJ4K,25,2022-02-16,Core,Email
0014T000004yvDv,50,2022-01-15,Core,Website
0014T00000EFBSc,51.5,2021-02-22,Core,Website
0014T00000N7xbn,77.25,2022-05-02,Core,Website
0014T00000N8Ego,15.45,2021-12-04,Core,Website
0014T000004kJ4K,25,2022-03-16,Core,Email
0014T000004yvDv,50,2022-02-15,Core,Website
0014T000004xAE2,5,2021-03-18,Core,Website
0014T00000OMcTX,10,2022-05-02,Core,Website
0014T000004kJ4K,25,2022-04-16,Core,Email
0014T00000N7xbo,77.25,2022-05-02,Core,Website
0014T000004kJ4K,25,2022-05-16,Core,Email
0014T000006u3lB,20,2021-10-03,Core,Ads
0014T00000OMyRH,25.75,2022-03-03,Core,Email
0014T00000N7lCz,50,2022-04-01,Core,Website
0014T00000OKhQL,25,2022-03-23,Core,Website
0014T000006u3lB,20,2021-09-03,Core,Ads
0014T000006u3lB,10,2021-10-03,Core,Ads
0014T000006u3lB,10,2021-09-03,Core,Ads
0014T000004kGsD,10,2021-05-24,Core,Ads
0014T000004xC75,28,2021-07-20,Core,Direct Mail
0014T00000K6NAD,25,2022-01-15,Core,Website
0014T000004kGsD,10,2021-08-24,Core,Ads
0014T000004kKtR,10,2021-07-20,Core,Website
0014T000004kGsD,10,2021-09-24,Core,Ads
0014T000004xOnW,25,2021-07-20,Core,Ads
0014T000004kLWb,38,2021-01-03,Core,Email
0014T000004kGsD,10,2021-10-24,Core,Ads
0014T000008Uc8g,25.75,2022-04-09,Core,Ads
0014T00000SBOs6,267.8,2022-04-24,Core,Ads
0014T000004kLWb,38,2021-02-03,Core,Email
0014T00000N8chE,25.75,2022-01-09,Core,Website
0014T000004kGsD,10,2021-11-24,Core,Ads
0014T000008Uc8g,25.75,2022-05-09,Core,Ads
0014T000004kLWb,38,2021-03-03,Core,Email
0014T000004kGsD,10,2021-12-24,Core,Ads
0014T000008TRvy,12,2021-08-20,Core,Ads
0014T000004kLWb,38,2021-04-03,Core,Email
0014T00000N6J6S,5,2022-01-09,Core,Website
0014T000004kGsD,10,2022-01-24,Core,Ads
0014T000008TRvy,12,2021-09-20,Core,Ads
0014T00000N8FLY,15.45,2021-11-04,Core,Website
0014T000004kLWb,38,2021-05-03,Core,Email
0014T00000FxaQX,15,2021-04-19,Core,Ads
0014T000008TRvy,12,2021-10-20,Core,Ads
0014T00000N8GdJ,25.75,2021-11-04,Core,Website
0014T000004kLWb,38,2021-06-03,Core,Email
0014T000004xaRR,5,2022-03-15,Core,Website
0014T00000FxaQX,15,2021-05-19,Core,Ads
0014T00000N8GdJ,25.75,2021-12-04,Core,Website
0014T000004kLWb,38,2021-07-03,Core,Email
0014T00000N7mpH,25.75,2022-01-09,Core,Email
0014T00000N7nxV,103,2022-03-01,Core,Website
0014T00000FxaQX,15,2021-07-19,Core,Ads
0014T000004kLWb,38,2021-08-03,Core,Email
0014T00000Oz9rl,12,2022-01-11,Core,Website
0014T000004yXIE,25,2021-11-30,Core,Email
0014T00000N7nxe,51.5,2022-03-01,Core,Website
0014T000004xZ41,103,2021-11-02,Mid-Level,Website
0014T00000FxaQX,15,2021-08-19,Core,Ads
0014T00000N7lsS,25.75,2021-11-01,Core,Website
0014T000004kLWb,38,2021-09-03,Core,Email
0014T000004yXIE,25,2021-12-31,Core,Email
0014T00000N7nxl,257.5,2022-03-01,Mid-Level,Website
0014T000004xZ41,103,2021-12-02,Mid-Level,Website
0014T00000FxaQX,15,2021-09-19,Core,Ads
0014T000004kJzs,5,2021-06-18,Core,Email
0014T000004xD8s,10,2021-01-17,Core,Website
0014T000004yXIE,25,2022-01-31,Core,Email
0014T000004xZ41,103,2022-01-02,Mid-Level,Website
0014T00000FxaQX,15,2021-10-19,Core,Ads
0014T000004xZ8P,15,2021-06-18,Core,Website
0014T000004xD8s,10,2021-02-17,Core,Website
0014T000004yXIE,25,2022-02-28,Core,Email
0014T00000N7nxm,51.5,2022-03-01,Core,Website
0014T000004xZ41,103,2022-02-02,Mid-Level,Website
0014T00000FxaQX,15,2021-11-19,Core,Ads
0014T000004yu6d,5,2021-06-18,Core,Email
0014T000006uVNK,257.5,2021-06-20,Mid-Level,Direct Mail
0014T000004xD8s,10,2021-03-17,Core,Website
0014T000004yXIE,25,2022-03-31,Core,Email
0014T00000N8GOC,25.75,2022-03-04,Core,Website
0014T000004xZ41,103,2022-03-02,Mid-Level,Website
0014T00000FxaQX,15,2021-12-19,Core,Ads
0014T000006uVNK,257.5,2021-07-20,Mid-Level,Direct Mail
0014T000004xD8s,10,2021-04-17,Core,Website
0014T00000KFcjG,5,2022-01-17,Core,Website
0014T000004yXIE,25,2022-04-30,Core,Email
0014T00000DDQjr,20,2022-01-15,Core,Website
0014T000004xZ41,103,2022-04-02,Mid-Level,Website
0014T000006uVNK,257.5,2021-08-20,Mid-Level,Direct Mail
0014T00000N7mUB,185.4,2021-12-01,Mid-Level,Website
0014T0000050fuH,30,2021-09-28,Core,Ads
0014T000004yXIE,25,2022-05-31,Core,Email
0014T00000DDQjr,20,2022-02-15,Core,Website
0014T00000EFDBd,25.75,2021-01-22,Core,Website
0014T000004xZ41,103,2022-05-02,Mid-Level,Website
0014T00000GAEea,103,2021-12-08,Core,Website
0014T000004xAE2,5,2021-06-18,Core,Website
0014T00000FDEIM,75,2022-04-21,Mid-Level,Website
0014T00000N7mUB,185.4,2021-11-01,Mid-Level,Website
0014T00000N9CeA,25,2022-01-17,Core,Website
0014T00000DDQjr,20,2022-03-15,Core,Website
0014T00000N8GOu,25,2022-03-04,Core,Website
0014T00000EFDBd,25.75,2021-02-22,Core,Website
0014T00000GAEea,103,2022-01-08,Core,Website
0014T00000FDEIM,75,2022-05-21,Mid-Level,Website
0014T000004kJV8,15.45,2022-04-20,Core,Ads
0014T00000DDQjr,20,2022-04-15,Core,Website
0014T00000EFDBd,25.75,2021-03-22,Core,Website
0014T00000GAEea,103,2022-02-08,Core,Website
0014T00000AnxTL,51.5,2021-05-29,Core,Website
0014T000004kJV8,15.45,2022-05-20,Core,Ads
0014T000008TppN,25.75,2021-05-23,Core,Email
0014T00000DDQjr,20,2022-05-15,Core,Website
0014T00000EFDBd,25.75,2021-04-22,Core,Website
0014T00000GAEea,103,2022-03-08,Core,Website
0014T00000AnxTL,51.5,2021-06-29,Core,Website
0014T000008TppN,25.75,2021-06-23,Core,Email
0014T00000GAEea,103,2022-04-08,Core,Website
0014T00000AnxTL,51.5,2021-07-29,Core,Website
0014T000008TppN,25.75,2021-07-23,Core,Email
0014T00000GAEea,103,2022-05-08,Core,Website
0014T00000SAq3h,103,2022-05-17,Core,Ads
0014T000008TppN,25.75,2021-08-23,Core,Email
0014T00000EFBJg,15.45,2022-02-22,Core,Website
0014T000004yDuY,12,2022-05-16,Core,Website
0014T00000IZ0FO,103,2022-01-16,Core,Website
0014T00000N8Ghq,51.5,2021-12-04,Core,Website
0014T000008TppN,25.75,2021-09-23,Core,Email
0014T00000BYJwD,25,2021-02-02,Core,Ads
0014T00000IZ0FO,103,2022-02-16,Core,Website
0014T00000N7plh,25,2021-12-05,Core,Website
0014T00000N8Ghq,51.5,2021-11-04,Core,Website
0014T000006uY5X,12,2021-01-19,Core,Ads
0014T000008TppN,25.75,2021-10-23,Core,Email
0014T000008TrFK,10,2021-11-23,Core,Website
0014T00000BYJwD,25,2021-03-02,Core,Ads
0014T00000BWEHu,50,2022-03-28,Core,Website
0014T00000IZ0FO,103,2022-03-16,Core,Website
0014T000006uY5X,12,2021-02-19,Core,Ads
0014T000008TppN,25.75,2021-11-23,Core,Email
0014T00000BYJwD,25,2021-04-02,Core,Ads
0014T00000N8tbR,25,2022-03-31,Core,Ads
0014T00000IZ0FO,103,2022-04-16,Core,Website
0014T000006uY5X,12,2021-03-19,Core,Ads
0014T00000OKVw6,25.75,2021-12-22,Core,Website
0014T00000BYJwD,25,2021-05-02,Core,Ads
