donor_id,donation_amount,donation_date,account_type,donation_source
0014T000008UIwM,12,2022-02-28,Core,Email
0014T00000SAlLD,20.6,2022-04-15,Core,Ads
0014T00000FUPly,12,2021-11-24,Core,Ads
0014T000004xQ2O,50,2021-06-05,Core,Ads
0014T000008UIwM,12,2022-03-30,Core,Email
0014T000004yMBI,103,2021-05-17,Mid-Level,Email
0014T000004yWp6,25,2021-01-08,Core,Website
0014T000004xQ2O,50,2021-07-05,Core,Ads
0014T000008UIwM,12,2022-04-30,Core,Email
0014T00000FxF9U,25.75,2022-04-18,Core,Website
0014T000004yWp6,25,2021-02-08,Core,Website
0014T000004y7Hf,25,2021-12-01,Core,Website
0014T00000MV0LW,25.75,2022-02-23,Core,Website
0014T000004xQ2O,50,2021-08-05,Core,Ads
0014T000004yIfs,20,2022-03-06,Core,Website
0014T00000N7i5p,25,2022-02-01,Core,Website
0014T00000DFGd3,25,2021-10-22,Core,Website
0014T00000FxF9U,25.75,2022-05-18,Core,Website
0014T000004xQ2O,50,2021-09-05,Core,Ads
0014T000004yIfs,20,2022-04-06,Core,Website
0014T00000MUbzv,25,2021-10-16,Core,Ads
0014T000004xEcD,25,2022-04-18,Core,Website
0014T00000MUbzv,25,2021-09-16,Core,Ads
0014T000008UJla,10,2021-06-23,Core,Email
0014T00000N8PWq,103,2022-04-05,Core,Website
0014T000004yAFG,25.75,2021-06-27,Core,Website
0014T000004xEcD,25,2022-05-18,Core,Website
0014T000008UJla,10,2021-07-23,Core,Email
0014T000004yAFG,25.75,2021-07-27,Core,Website
0014T000008UJla,10,2021-08-23,Core,Email
0014T00000N8ouW,25.75,2022-03-11,Core,Website
0014T000004yAFG,25.75,2021-08-27,Core,Website
0014T000008UJla,10,2021-09-23,Core,Email
0014T00000GiuIV,50,2021-07-18,Core,Website
0014T000004yAFG,25.75,2021-09-27,Core,Website
0014T000004xCdh,100,2021-01-11,Mid-Level,Email
0014T000008UJla,10,2021-10-23,Core,Email
0014T000004yAFG,25.75,2021-10-27,Core,Website
0014T00000K4Uw9,100,2021-09-10,Core,Website
0014T000008UJla,10,2021-11-23,Core,Email
0014T000004xlOM,30.9,2022-05-09,Core,Website
0014T00000N82gA,12,2021-12-07,Core,Website
0014T000008UJla,10,2021-12-23,Core,Email
0014T00000DE3yD,20.6,2021-01-17,Core,Ads
0014T00000Qcq9e,25,2022-05-09,Core,Ads
0014T000008UJla,10,2022-01-23,Core,Email
0014T00000DE3yD,20.6,2021-02-17,Core,Ads
0014T00000FxWdS,25.75,2021-09-19,Core,Website
0014T000004xeO4,100,2021-05-22,Mid-Level,Direct Mail
0014T000008UJla,10,2022-02-23,Core,Email
0014T00000DE3yD,20.6,2021-03-17,Core,Ads
0014T00000FxWdS,25.75,2021-10-19,Core,Website
0014T000004xeO4,100,2021-06-22,Mid-Level,Direct Mail
0014T00000FxWdS,25.75,2021-11-19,Core,Website
0014T00000GAbwE,77.25,2021-03-09,Mid-Level,Direct Mail
0014T00000Hr43X,50,2021-06-28,Core,Ads
0014T000004y40W,10,2021-06-30,Core,Email
0014T000004xeO4,100,2021-07-22,Mid-Level,Direct Mail
0014T00000FxWdS,25.75,2021-12-19,Core,Website
0014T00000GAbwE,77.25,2021-04-09,Mid-Level,Direct Mail
0014T000004kHcj,10.3,2021-03-16,Core,Website
0014T00000Hr43X,50,2021-07-28,Core,Ads
0014T000004y40W,10,2021-07-31,Core,Email
0014T000004xeO4,100,2021-08-22,Mid-Level,Direct Mail
0014T00000N7nXa,50,2021-12-04,Core,Website
0014T000008UJla,10,2021-01-23,Core,Email
0014T00000EFBJg,15.45,2021-03-22,Core,Website
0014T00000FxWdS,25.75,2022-01-19,Core,Website
0014T00000GAbwE,77.25,2021-05-09,Mid-Level,Direct Mail
0014T000004kHcj,5,2021-05-16,Core,Website
0014T000004y40W,10,2021-08-31,Core,Email
0014T000004xeO4,100,2021-09-22,Mid-Level,Direct Mail
0014T000008UJla,10,2021-02-23,Core,Email
0014T00000EFBJg,15.45,2021-04-22,Core,Website
0014T00000FxWdS,25.75,2022-02-19,Core,Website
0014T00000GAbwE,77.25,2021-06-09,Mid-Level,Direct Mail
0014T000004kHcj,5,2021-06-16,Core,Website
0014T000004xeO4,100,2021-10-22,Mid-Level,Direct Mail
0014T000008UJla,10,2021-03-23,Core,Email
0014T00000EFBJg,15.45,2021-05-22,Core,Website
0014T00000FxWdS,25.75,2022-03-19,Core,Website
0014T00000GAbwE,77.25,2021-07-09,Mid-Level,Direct Mail
0014T000004kHcj,5,2021-07-16,Core,Website
0014T000004xeO4,100,2021-11-22,Mid-Level,Direct Mail
0014T00000FS0dx,25.75,2022-05-04,Core,Ads
0014T00000P0BE5,19,2022-05-31,Core,Website
0014T00000FxWdS,25.75,2022-04-19,Core,Website
0014T00000GAbwE,77.25,2021-08-09,Mid-Level,Direct Mail
0014T000004kHcj,5,2021-08-16,Core,Website
0014T000004xeO4,100,2021-12-22,Mid-Level,Direct Mail
0014T00000N8wyh,40,2021-12-14,Core,Ads
0014T00000FxpLs,103,2021-03-20,Core,Website
0014T00000GAbwE,77.25,2021-09-09,Mid-Level,Direct Mail
0014T000004kHcj,5,2021-09-16,Core,Website
0014T000004xeO4,100,2022-01-22,Mid-Level,Direct Mail
0014T00000N8wyh,40,2021-11-14,Core,Ads
0014T00000FxpLs,103,2021-04-20,Core,Website
0014T00000GAbwE,77.25,2021-10-09,Mid-Level,Direct Mail
0014T00000OMk2e,50,2022-04-30,Mid-Level,Website
0014T000004xeO4,100,2022-02-22,Mid-Level,Direct Mail
0014T000004y23v,75,2022-05-30,Mid-Level,Website
0014T00000FxpLs,103,2021-05-20,Core,Website
0014T00000GAbwE,77.25,2021-11-09,Mid-Level,Direct Mail
0014T000004xeO4,100,2022-03-22,Mid-Level,Direct Mail
0014T000004xpP4,25,2022-03-01,Mid-Level,Website
0014T00000Fy7Lj,100,2021-04-22,Core,Website
0014T00000N7lIS,103,2021-12-01,Core,Website
0014T000004xeO4,100,2022-04-22,Mid-Level,Direct Mail
0014T00000N8Cm6,25.75,2021-12-04,Core,Website
0014T000004xpP4,25,2022-04-01,Mid-Level,Website
0014T000004xEH0,10.3,2022-04-24,Core,Website
0014T00000Fy7Lj,100,2021-05-22,Core,Website
0014T00000N7lIS,103,2021-11-01,Core,Website
0014T000004y1WG,25.75,2022-04-12,Core,Ads
0014T000004xpP4,25,2022-05-01,Mid-Level,Website
0014T00000N7lGI,12,2021-12-02,Core,Website
0014T000004y1WG,25.75,2022-03-12,Core,Ads
0014T000004xOnW,25,2021-10-20,Core,Ads
0014T000004yUFy,5,2021-04-21,Core,Website
0014T000004xDIw,25,2021-04-15,Core,Website
0014T000004yUFy,5,2021-05-21,Core,Website
0014T000004xDIw,25,2021-05-15,Core,Website
0014T000004xBQO,25,2021-01-12,Core,Website
0014T000004yUFy,5,2021-06-21,Core,Website
0014T000004xDIw,25,2021-06-15,Core,Website
0014T0000050toW,10,2021-02-28,Core,Email
0014T00000N7BZu,50,2022-05-09,Core,Website
0014T000004yUFy,5,2021-07-21,Core,Website
0014T000004xDIw,25,2021-07-15,Core,Website
0014T0000050toW,10,2021-03-30,Core,Email
0014T000004yWRY,100,2022-04-19,Mid-Level,Website
0014T000004yUFy,5,2021-08-21,Core,Website
0014T000004xDIw,25,2021-08-15,Core,Website
0014T000008U2Jh,12,2022-05-04,Core,Ads
0014T000004yWRY,100,2022-05-19,Mid-Level,Website
0014T000004yUFy,5,2021-12-21,Core,Website
0014T00000P05uC,30,2022-05-29,Mid-Level,Website
0014T00000DLiZ2,10,2022-05-31,Core,Website
0014T00000EFBLG,25.75,2021-05-22,Core,Website
0014T0000050toW,10,2021-04-30,Core,Email
0014T00000QcSfM,103,2022-05-04,Core,Ads
0014T00000EefLp,25.75,2022-03-04,Core,Website
0014T00000EFBLG,25.75,2021-06-22,Core,Website
0014T000004y4fr,40,2021-03-04,Core,Direct Mail
0014T00000QeKWk,12.36,2022-05-28,Core,Ads
0014T000004y4fr,40,2021-04-04,Core,Direct Mail
0014T000006uNlq,12,2022-04-30,Core,Ads
0014T000004y4fr,40,2021-05-04,Core,Direct Mail
0014T000006txB8,25,2021-10-21,Core,Ads
0014T00000MUO7a,15.45,2021-11-14,Core,Website
0014T000004xBsu,51.5,2022-03-22,Core,Website
0014T000006uVvL,10.3,2022-01-28,Core,Website
0014T000004y4fr,40,2021-06-04,Core,Direct Mail
0014T000004xBsu,51.5,2022-04-22,Core,Website
0014T000006uVvL,10.3,2022-02-28,Core,Website
0014T000004y4fr,40,2021-07-04,Core,Direct Mail
0014T000004xBsu,51.5,2022-05-22,Core,Website
0014T000006uVvL,10.3,2022-03-28,Core,Website
0014T00000P0CSh,20,2022-04-30,Core,Ads
0014T000004y4fr,40,2021-08-04,Core,Direct Mail
0014T000004kKze,5,2021-01-23,Core,Website
0014T00000D3sut,51.5,2022-05-31,Mid-Level,Website
0014T000006uVvL,10.3,2022-04-28,Core,Website
0014T000004y4fr,40,2021-09-04,Core,Direct Mail
0014T000004kKze,5,2021-02-23,Core,Website
0014T00000MLXPB,5.15,2021-12-01,Core,Ads
0014T000006uVvL,10.3,2022-05-28,Core,Website
0014T000004y4fr,40,2021-10-04,Core,Direct Mail
0014T000008TY8p,12,2021-08-08,Core,Ads
0014T00000HS5hG,5.15,2021-11-23,Core,Ads
0014T000004y4fr,40,2021-11-04,Core,Direct Mail
0014T000008TY8p,12,2021-09-08,Core,Ads
0014T000009zbnY,10,2021-01-30,Core,Website
0014T00000QcfcZ,77.25,2022-05-08,Core,Website
0014T000004xCbe,10,2021-07-27,Core,Website
0014T000004y4fr,40,2021-12-04,Core,Direct Mail
0014T000004xSjY,25,2021-01-26,Core,Ads
0014T000008TY8p,12,2021-10-08,Core,Ads
0014T000004x6mU,5,2021-10-21,Core,Email
0014T00000MV0sQ,10,2021-11-23,Core,Website
0014T000009zbnY,10,2021-02-28,Core,Website
0014T000004y4fr,40,2022-01-04,Core,Direct Mail
0014T000004xSjY,25,2021-02-26,Core,Ads
0014T000004xPHs,38,2021-08-07,Core,Email
0014T000009zbnY,10,2021-03-30,Core,Website
0014T00000Qfflp,25.75,2022-05-08,Core,Ads
0014T000004y4fr,40,2022-02-04,Core,Direct Mail
0014T000004xSjY,25,2021-03-26,Core,Ads
0014T000004xPHs,38,2021-09-07,Core,Email
0014T00000EGb95,25.75,2021-10-21,Core,Website
0014T000009zbnY,10,2021-04-30,Core,Website
0014T00000Qfflp,25.75,2022-04-08,Core,Ads
0014T000004xPHs,38,2021-10-07,Core,Email
0014T00000EGb95,25.75,2021-09-21,Core,Website
0014T00000OKNoO,15.45,2022-04-19,Core,Ads
0014T00000N8ZAv,12,2022-04-10,Core,Email
0014T00000N7mJL,51.5,2021-12-01,Core,Website
0014T000004xPHs,38,2021-11-07,Core,Email
0014T000008TY8p,12,2021-01-08,Core,Ads
0014T000004yMkf,15.45,2021-01-23,Core,Website
0014T00000QefVW,103,2022-05-30,Core,Website
0014T00000QMeYB,25.75,2022-04-10,Core,Website
0014T00000N7mJL,51.5,2021-11-01,Core,Website
0014T000004xPHs,38,2021-12-07,Core,Email
0014T000008TY8p,12,2021-02-08,Core,Ads
0014T00000QdYF9,20,2022-05-18,Core,Ads
0014T000004xPHs,38,2022-01-07,Core,Email
0014T000008TY8p,12,2021-03-08,Core,Ads
0014T00000D3d7y,250,2021-01-27,Mid-Level,Email
0014T00000IaC6T,15.45,2021-09-20,Core,Ads
0014T000004xPHs,38,2022-02-07,Core,Email
0014T00000GgJLF,51.5,2022-04-01,Core,Website
0014T00000D3d7y,250,2021-02-27,Mid-Level,Email
0014T00000P0CLb,10.3,2022-05-18,Core,Website
0014T00000IaC6T,15.45,2021-10-20,Core,Ads
0014T000004xPHs,38,2022-03-07,Core,Email
0014T00000QefVw,103,2022-05-30,Core,Website
0014T00000D3d7y,250,2021-03-27,Mid-Level,Email
0014T00000IaC6T,15.45,2021-11-20,Core,Ads
0014T000004xPHs,38,2022-04-07,Core,Email
0014T00000D3d7y,250,2021-04-27,Mid-Level,Email
0014T00000IaC6T,15.45,2021-12-20,Core,Ads
0014T00000MUntU,103,2021-11-20,Core,Website
0014T00000D3d7y,250,2021-05-27,Mid-Level,Email
0014T00000IaC6T,15.45,2022-01-20,Core,Ads
0014T000004kHsu,10,2022-01-29,Core,Website
0014T00000K5E6j,103,2021-11-20,Core,Website
0014T00000IaC6T,15.45,2022-02-20,Core,Ads
0014T000004kHsu,10,2022-02-28,Core,Website
0014T000004xP1p,25,2021-05-19,Core,Ads
0014T00000IaC6T,15.45,2022-03-20,Core,Ads
0014T000004kHsu,10,2022-03-29,Core,Website
0014T000004xP1p,25,2021-06-19,Core,Ads
0014T00000KFbGk,25.75,2021-10-16,Core,Website
0014T000004xBOx,20.6,2021-10-18,Core,Ads
0014T000004kHsu,10,2022-04-29,Core,Website
0014T000004xP1p,25,2021-07-19,Core,Ads
0014T000004xBOx,20.6,2021-11-18,Core,Ads
0014T000004kHsu,10,2022-05-29,Core,Website
0014T000004xP1p,25,2021-08-19,Core,Ads
0014T000004xBOx,20.6,2021-12-18,Core,Ads
0014T000004xP1p,25,2021-09-19,Core,Ads
0014T00000AQHfl,12,2021-10-17,Core,Website
0014T000004xBOx,20.6,2022-01-18,Core,Ads
0014T00000N6L9C,5.15,2021-12-10,Core,Website
0014T000004xP1p,25,2021-10-19,Core,Ads
0014T000004kMOX,12,2021-10-17,Core,Ads
0014T000004xBOx,20.6,2022-02-18,Core,Ads
0014T000004xP1p,25,2021-11-19,Core,Ads
0014T00000FyBP1,12,2021-04-22,Core,Ads
0014T000004xBOx,20.6,2022-03-18,Core,Ads
0014T000008TpgS,15,2021-01-22,Core,Website
0014T000004xP1p,25,2021-12-19,Core,Ads
0014T00000DG7nG,15,2021-10-18,Core,Ads
0014T00000FyBP1,12,2021-05-22,Core,Ads
0014T000004xBOx,20.6,2022-04-18,Core,Ads
0014T000004xP1p,25,2022-01-19,Core,Ads
0014T00000DG7nG,15,2021-09-18,Core,Ads
0014T00000N7pZt,10.3,2021-12-01,Core,Website
0014T000008TpgS,15,2021-02-22,Core,Website
0014T000004xP1p,25,2022-02-19,Core,Ads
0014T00000N8OLA,15.45,2022-05-05,Core,Website
0014T00000N8PRp,50,2021-12-08,Core,Website
0014T000008TpgS,15,2021-03-22,Core,Website
0014T000004xPvS,15,2021-09-05,Core,Website
0014T00000EGgPD,25.75,2022-04-29,Core,Website
0014T000008TpgS,15,2021-04-22,Core,Website
0014T000004xPvS,15,2021-10-05,Core,Website
0014T00000BimlJ,20,2022-05-30,Core,Ads
0014T000004xDIw,25,2021-10-18,Core,Direct Mail
0014T00000N7m5Q,75,2022-02-01,Core,Website
0014T00000EGgPD,25.75,2022-05-29,Core,Website
0014T000004xPvS,15,2021-11-05,Core,Website
0014T000006uQnp,25.75,2022-05-05,Core,Email
0014T000004kKcE,25,2022-04-26,Core,Website
0014T00000Ex4of,5.15,2021-02-02,Core,Ads
0014T000004xPvS,15,2021-12-05,Core,Website
0014T00000K5DoJ,12,2022-04-20,Core,Ads
0014T00000Ex4of,5.15,2021-03-02,Core,Ads
0014T000004xPvS,15,2022-01-05,Core,Website
0014T000004z3Nv,51.5,2022-04-20,Core,Ads
0014T00000Ex4of,5.15,2021-04-02,Core,Ads
0014T000004xPvS,15,2022-02-05,Core,Website
0014T00000FyBCa,10,2022-03-14,Core,Ads
0014T00000Ex4of,5.15,2021-05-02,Core,Ads
0014T00000Qd2In,77.25,2022-05-13,Core,Ads
0014T000004xPvS,15,2022-03-05,Core,Website
0014T00000P0BdZ,40,2022-05-31,Core,Ads
0014T000008UJla,10,2022-03-23,Core,Email
0014T00000Ex4of,5.15,2021-01-02,Core,Ads
0014T000004xPvS,15,2022-04-05,Core,Website
0014T00000P0Bdf,25,2022-05-31,Core,Website
0014T000008UJla,10,2022-04-23,Core,Email
0014T00000Ex4of,5.15,2021-02-02,Core,Ads
0014T00000N7pYY,15.45,2022-05-01,Core,Website
0014T00000K586P,10,2021-11-14,Core,Website
0014T000004xPvS,15,2022-05-05,Core,Website
0014T00000P0Bdj,10.3,2022-05-31,Core,Website
0014T000008UJla,10,2022-05-23,Core,Email
0014T00000AmVEd,10,2021-01-21,Core,Website
0014T00000Ex4of,5.15,2021-03-02,Core,Ads
0014T00000K4Uw9,100,2021-08-10,Core,Website
0014T00000AmVEd,10,2021-02-21,Core,Website
0014T00000D3dEk,10.3,2022-03-05,Core,Email
0014T00000Ex4of,5.15,2021-04-02,Core,Ads
0014T00000N7pYp,20.6,2022-05-01,Core,Website
0014T00000N7phO,25.75,2021-11-01,Core,Website
0014T00000AmVEd,10,2021-03-21,Core,Website
0014T00000AmVEd,10,2021-04-21,Core,Website
0014T00000P0Jq9,20,2022-03-02,Core,Website
0014T000008UOrt,25.75,2022-03-12,Core,Ads
0014T00000AmVEd,10,2021-05-21,Core,Website
0014T00000AmVEd,10,2021-06-21,Core,Website
0014T00000P0CQ2,25.75,2022-05-31,Core,Website
0014T00000AmVEd,10,2021-07-21,Core,Website
0014T00000AmVEd,10,2021-08-21,Core,Website
0014T00000EEcCx,25.75,2021-10-19,Core,Website
0014T000009zbnY,10,2021-05-30,Core,Website
0014T00000P0CQE,19.57,2022-05-31,Core,Ads
0014T000009zbnY,10,2021-06-30,Core,Website
0014T000004ytXs,25,2022-03-28,Core,Direct Mail
0014T00000SAnJZ,20,2022-05-16,Core,Website
0014T000004yMrw,5,2022-03-28,Core,Direct Mail
0014T00000G9BZO,15.45,2021-08-03,Core,Ads
0014T00000G9BZO,15.45,2021-09-03,Core,Ads
0014T00000G9BZO,15.45,2021-10-03,Core,Ads
0014T00000G9BZO,15.45,2021-11-03,Core,Ads
0014T00000MUzZZ,20.6,2021-10-23,Core,Website
0014T00000KFdqy,103,2021-11-17,Core,Website
0014T00000G9BZO,15.45,2021-12-03,Core,Ads
0014T000004x9AE,25,2021-01-17,Core,Website
0014T000004yujX,10.3,2021-11-18,Core,Website
0014T00000G9BZO,15.45,2022-01-03,Core,Ads
0014T000004yWp6,25,2021-03-08,Core,Website
0014T000004x9AE,25,2021-02-17,Core,Website
0014T000004yLMB,77.25,2022-03-12,Core,Website
0014T000004yWqZ,30,2022-05-18,Core,Website
0014T00000G9BZO,15.45,2022-02-03,Core,Ads
0014T000004yWp6,25,2021-04-08,Core,Website
0014T000004x9AE,25,2021-03-17,Core,Website
0014T000004yWqZ,30,2021-12-18,Core,Website
0014T000004yWp6,25,2021-05-08,Core,Website
0014T000004x9AE,25,2021-04-17,Core,Website
0014T000004xBHs,25,2021-01-16,Core,Direct Mail
0014T00000G9WsG,25,2021-04-04,Core,Ads
0014T000004yWp6,25,2021-06-08,Core,Website
0014T000004xBHs,25,2021-02-16,Core,Direct Mail
0014T000004kJzs,5,2021-11-18,Core,Email
0014T00000G9WsG,25,2021-05-04,Core,Ads
0014T000004yWp6,25,2021-07-08,Core,Website
0014T000004xBHs,25,2021-03-16,Core,Direct Mail
0014T000004xZ8P,15,2021-11-18,Core,Website
0014T00000QddY0,10.3,2022-04-20,Core,Ads
0014T00000QdiWd,10,2022-04-21,Core,Ads
0014T00000N8U8T,10,2022-03-07,Core,Website
0014T00000G9WsG,25,2021-07-04,Core,Ads
0014T000004yWp6,25,2021-08-08,Core,Website
0014T000004xBHs,25,2021-04-16,Core,Direct Mail
0014T000004xCyH,12,2022-05-29,Core,Email
0014T00000K4of8,10,2021-11-14,Core,Website
0014T00000QdiWd,10,2022-03-21,Core,Ads
0014T000004xBHs,25,2021-05-16,Core,Direct Mail
0014T00000QcOwK,77.25,2022-03-03,Core,Ads
0014T000004yKNp,50,2021-02-05,Core,Email
0014T000004xBHs,25,2021-06-16,Core,Direct Mail
0014T00000N8UDn,10.3,2022-03-07,Core,Website
0014T000004xC75,28,2021-10-20,Core,Direct Mail
0014T00000N8UHT,15,2022-03-07,Core,Ads
0014T00000N7o7p,51.5,2021-12-01,Core,Website
0014T000004kKtR,10,2021-10-20,Core,Website
0014T00000EFBLL,15,2021-02-22,Core,Website
0014T00000N7o7p,51.5,2021-11-01,Core,Website
0014T00000DE6Hb,25.75,2021-01-18,Core,Ads
0014T00000EFBLL,15,2021-03-22,Core,Website
0014T00000N7o88,15,2021-12-01,Core,Website
0014T00000MUntU,103,2021-10-20,Core,Website
0014T000004kHQd,5,2021-01-30,Core,Ads
0014T00000DE6Hb,25.75,2021-02-18,Core,Ads
0014T00000EFBLL,15,2021-04-22,Core,Website
0014T00000FUPly,12,2021-12-24,Core,Ads
0014T00000N7o88,15,2021-11-01,Core,Website
0014T00000MUntU,103,2021-09-20,Core,Website
0014T00000DE6Hb,25.75,2021-03-18,Core,Ads
0014T00000EFBLL,15,2021-05-22,Core,Website
0014T00000FUPly,12,2022-01-24,Core,Ads
0014T000008TY8p,12,2021-11-08,Core,Ads
0014T000004y3F9,25,2021-01-17,Core,Direct Mail
0014T00000DE6Hb,25.75,2021-04-18,Core,Ads
0014T00000EFBLL,15,2022-02-22,Core,Website
0014T000008Tpjh,15.45,2021-03-06,Core,Direct Mail
0014T00000FUPly,12,2022-02-24,Core,Ads
0014T000008TY8p,12,2021-12-08,Core,Ads
0014T000004y3F9,25,2021-02-17,Core,Direct Mail
0014T00000DE6Hb,25.75,2021-05-18,Core,Ads
0014T00000EFBLL,15,2022-03-22,Core,Website
0014T00000N7nlx,250,2021-11-01,Core,Website
0014T000008TY8p,12,2022-01-08,Core,Ads
0014T000004kIO8,15,2022-03-11,Core,Ads
0014T000004y6dQ,10.3,2021-10-14,Core,Ads
0014T00000EFBLL,15,2022-04-22,Core,Website
0014T000004yDjL,120,2021-01-27,Mid-Level,Email
0014T000004kIO8,15,2022-04-11,Core,Ads
0014T000004y6dQ,10.3,2021-09-14,Core,Ads
0014T00000EFBLL,21,2022-05-22,Core,Website
0014T00000EGebd,15.45,2021-04-29,Core,Website
0014T00000N8E2q,75,2022-03-25,Core,Website
0014T000004yDjL,120,2021-02-27,Mid-Level,Email
0014T00000N8Ejt,25.75,2021-11-04,Core,Website
0014T000004kIO8,15,2022-05-11,Core,Ads
0014T000004yDjL,120,2021-03-27,Mid-Level,Email
0014T00000N8Ek0,103,2021-12-04,Core,Website
0014T00000G9WvN,18,2021-03-05,Mid-Level,Ads
0014T00000SAdiR,103,2022-05-14,Core,Website
0014T000004yDjL,120,2021-04-27,Mid-Level,Email
0014T00000N8Ek0,103,2021-11-04,Core,Website
0014T00000MUzZZ,20.6,2021-09-23,Core,Website
0014T00000QefmE,41.2,2022-04-30,Core,Website
0014T00000G9WvN,18,2021-04-05,Mid-Level,Ads
0014T00000SAdiR,103,2022-04-14,Core,Website
0014T000004yDjL,120,2021-05-27,Mid-Level,Email
0014T00000EGgSu,5.15,2021-04-29,Core,Website
0014T000004xuCT,50,2021-10-03,Core,Website
0014T00000G9WvN,18,2021-05-05,Mid-Level,Ads
0014T000004yDjL,120,2021-06-27,Mid-Level,Email
0014T00000EGgSu,5.15,2021-05-29,Core,Website
0014T000004xuCT,50,2021-11-03,Core,Website
0014T00000G9WvN,18,2021-06-05,Mid-Level,Ads
0014T000004yDjL,120,2021-07-27,Mid-Level,Email
0014T00000QdFmv,25.25,2022-04-15,Core,Ads
0014T00000EGgSu,5.15,2021-06-29,Core,Website
0014T00000FB5Gg,25.75,2021-04-07,Core,Website
0014T00000G9WvN,18,2021-07-05,Mid-Level,Ads
0014T000004yDjL,120,2021-08-27,Mid-Level,Email
0014T0000050toW,10,2021-05-30,Core,Email
0014T00000EGgSu,5.15,2021-07-29,Core,Website
0014T00000FB5Gg,25.75,2021-05-07,Core,Website
0014T00000N8jls,50,2022-05-10,Core,Other
0014T00000G9WvN,18,2021-08-05,Mid-Level,Ads
0014T00000Gfe8l,15.45,2022-04-15,Core,Email
0014T000004yAFG,25.75,2021-11-27,Core,Website
0014T000004yDjL,120,2021-09-27,Mid-Level,Email
0014T0000050toW,10,2021-06-30,Core,Email
0014T00000P07TP,19.57,2022-05-30,Core,Ads
0014T000004xumi,15,2021-10-16,Core,Email
0014T00000EGgSu,5.15,2021-08-29,Core,Website
0014T00000FB5Gg,25.75,2021-06-07,Core,Website
0014T00000Gfe8l,15.45,2022-05-15,Core,Email
0014T000004yAFG,25.75,2021-12-27,Core,Website
0014T0000050toW,10,2021-07-30,Core,Email
0014T000004xBHs,25,2021-10-16,Core,Direct Mail
0014T00000AokYU,12,2021-01-01,Core,Ads
0014T00000EGgSu,5.15,2021-09-29,Core,Website
0014T00000FB5Gg,25.75,2021-07-07,Core,Website
0014T000004yAFG,25.75,2022-01-27,Core,Website
0014T0000050toW,10,2021-08-30,Core,Email
0014T000004yHBy,25,2021-10-16,Core,Website
0014T00000EGgSu,5.15,2022-03-29,Core,Website
0014T00000FB5Gg,25.75,2021-08-07,Core,Website
0014T00000GA7mf,10,2021-05-07,Core,Ads
0014T000004yAFG,25.75,2022-02-27,Core,Website
0014T00000QeGyL,50,2022-04-26,Core,Website
0014T00000EGgSu,5.15,2022-04-29,Core,Website
0014T00000FB5Gg,25.75,2021-09-07,Core,Website
0014T00000GA7mf,10,2021-06-07,Core,Ads
0014T000004yAFG,25.75,2022-03-27,Core,Website
0014T000004xiFj,20.6,2022-05-29,Core,Email
0014T00000K652G,25.75,2021-10-27,Core,Email
0014T00000OzuAu,50,2022-01-25,Core,Ads
0014T00000EGgSu,5.15,2022-05-29,Core,Website
0014T00000GA7mf,10,2021-07-07,Core,Ads
0014T000004yAFG,25.75,2022-04-27,Core,Website
0014T000004xiFj,20.6,2022-04-29,Core,Email
0014T00000K652G,25.75,2021-09-27,Core,Email
0014T00000IsAIS,10,2021-02-04,Mid-Level,Email
0014T000004yAFG,25.75,2022-05-27,Core,Website
0014T00000IsAIS,10,2021-03-04,Mid-Level,Email
0014T000004yOIR,5,2021-07-01,Core,Email
0014T000004xAPP,25,2021-01-14,Core,Website
0014T00000IsAIS,10,2021-04-04,Mid-Level,Email
0014T00000Ibz7g,10.3,2021-05-28,Core,Website
0014T000004xAPP,25,2021-02-14,Core,Website
0014T00000KFFTC,12,2022-04-25,Core,Email
0014T000004xAPP,25,2021-03-14,Core,Website
0014T000004kHQd,5,2021-02-28,Core,Ads
0014T000004xAPP,25,2021-04-14,Core,Website
0014T000004kHQd,5,2021-03-30,Core,Ads
0014T00000MLXPB,5.15,2022-05-01,Core,Ads
0014T000004xAPP,25,2021-05-14,Core,Website
0014T00000N8Cm6,25.75,2021-11-04,Core,Ads
0014T00000K5CvH,15,2021-10-20,Core,Website
0014T000004kHQd,5,2021-04-30,Core,Ads
0014T00000N8QnA,15.45,2022-03-06,Core,Website
0014T000004xAPP,25,2021-06-14,Core,Website
0014T000004kHQd,5,2021-05-30,Core,Ads
0014T000004kHQd,5,2021-06-30,Core,Ads
0014T00000PtJeG,15.45,2022-04-26,Core,Website
0014T00000N8QnP,25.75,2022-03-06,Core,Website
0014T000004kHQd,5,2021-07-30,Core,Ads
0014T00000Qcg2k,20.6,2022-03-08,Core,Ads
0014T00000N8OKY,25.75,2021-12-05,Core,Website
0014T000004kHQd,5,2021-08-30,Core,Ads
0014T00000N8OKY,25.75,2021-11-05,Core,Website
0014T00000QcWsU,103,2022-05-05,Core,Website
0014T00000K4pHU,50,2022-04-14,Core,Ads
0014T00000Qd2Bc,5.15,2022-05-01,Core,Ads
0014T00000AmVOp,25.75,2022-05-21,Core,Website
0014T00000QcYDu,51.5,2022-03-05,Core,Ads
0014T000004xeO4,100,2022-05-22,Mid-Level,Direct Mail
0014T00000OzoSa,50,2022-01-22,Core,Ads
0014T00000G9BUA,15.45,2021-07-03,Core,Ads
0014T000008TrFK,10,2021-06-23,Core,Website
0014T000004y4fr,40,2022-03-04,Core,Direct Mail
